question,adapter_name
"피고인은 피해자에게 어떤 거짓말을 하여 2,000만원을 교부받았나요?",korean general law
피고인이 음주운전으로 세 번째 적발된 사실에 대해 설명하시오.,korean general law
피고인이 피해자에게 부엌칼로 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 피해자에게 어떤 방식으로 협박하였습니까?,korean general law
피고인은 2017년 9월 15일 새벽 2시경 혈중알코올농도 0.161% 상태에서 약 200m 구간을 운전하였을 때 적용되는 법 조항은 무엇인가요?,korean general law
피고인은 2011년 10월 3일 서울 마포구의 음식점에서 어떤 범죄를 저질렀나요?,korean general law
피고인이 2017년 9월 16일 창원시 마산합포구에서 음주 상태로 무면허 운전을 한 행위는 어떤 법률 조항을 위반한 것인가?,korean general law
피고인은 버스 안에서 피해자들을 폭행하여 상해를 입혔습니다. 이에 대한 법적 처벌은 무엇인가요?,korean general law
피고인이 피해차량 앞에서 급제동을 하며 피해자를 협박한 행위는 어떤 법률에 따라 처벌받을 수 있는가?,korean general law
피고인이 2020년 10월 5일에 저지른 범죄는 무엇인가요?,korean general law
피고인은 2011년 8월 26일 대전 유성구의 PC방에서 어떤 행위를 하였습니까?,korean general law
피고인은 피해자를 어떤 방법으로 협박하였습니까?,korean general law
"피고인은 2020년 1월 24일에 어떤 범죄를 저질렀으며, 이전에도 같은 범죄를 저지른 전력이 있습니까?",korean general law
피고인은 2020년 8월 4일에 어떤 상태로 어디서부터 어디까지 운전했습니까?,korean general law
"피고인은 2018년 10월 28일 인천 강화군에서 혈중알코올농도 0.142% 상태로 약 4km 구간을 운전하였는데, 이에 해당하는 법률 조항은 무엇인가요?",korean general law
피고인이 2013년 8월 13일 대전지방검찰청 민원실에 허위 고소장을 제출하여 E를 무고한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인은 어떤 행위로 경찰공무원의 정당한 직무집행을 방해하였습니까?,korean general law
피고인이 2016년 3월 10일 군산대학교 앞 도로에서 옥산면 당북리 산21번지 앞 도로까지 약 1킬로미터 구간을 혈중알코올농도 0.185% 상태로 음주운전한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인은 2020년 8월 6일 구례군 B 앞 도로에서 하동군 C 주차장까지 약 30km 구간에서 혈중알코올농도 0.078% 상태로 운전한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인이 2018년 1월 2일 서울 강서구의 고시원에서 어떤 행위로 인해 고시원 운영업무를 방해했는가?,korean general law
피고인이 중앙선을 넘어 운행하여 교통사고를 일으킨 행위는 어떤 법률에 의해 처벌받을 수 있나요?,korean general law
피고인이 술에 취한 상태에서 피해자의 얼굴을 주먹으로 수회 때려 피해자에게 뇌경막하 혈종 등 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 피해자에게 약 11주간의 치료가 필요한 상해를 가한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 피해자에게 어떤 협박 행위를 하였는가?,korean general law
피고인이 피해자 D를 속여 물품을 발송하도록 한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2014년 12월 8일부터 2015년 11월 1일까지 M에게 필로폰을 매매하거나 수수한 사실이 있습니까?,korean general law
피고인이 2012년 12월 30일 무면허 운전과 음주측정거부로 기소된 사건에서 관련된 법 조항은 무엇인가요?,korean general law
"피고인은 2017년 12월 31일 부천시 송내역 앞 도로에서 복사골문화센터사거리까지 약 1km 구간에서 혈중알코올농도 0.100%의 상태로 B 포터 화물차를 운전하였는데, 이에 해당하는 법적 위반 사항은 무엇인가요?",korean general law
피고인은 2020년 3월 21일 부산진경찰서 형사당직실로 이동하던 중 어떤 행위를 하여 경찰관의 직무집행을 방해하였나요?,korean general law
"피고인이 피해자 B를 기망하여 90,000원 상당의 재물을 교부받은 행위는 어떤 법률 조항에 해당하는가?",korean general law
피고인이 2007년 초순경부터 2011년 2월경까지 용인시 수지구 C아파트의 하자대책위원장으로 재직하면서 피해자에게 하자 보수공사를 수주할 수 있도록 해주겠다고 속여 돈을 편취한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인은 2017년 9월 7일 성남시 분당구에서 피해자 B를 소주병으로 폭행한 혐의로 어떤 법률 조항에 따라 처벌받을 수 있나요?,korean general law
피고인이 피해자의 집에 침입하여 물건을 절취한 행위는 어떤 법률에 의해 처벌받을 수 있습니까?,korean general law
"피고인은 2012년 4월 4일부터 2012년 4월 16일까지 피해자 G으로부터 받은 매입비용 2억 3,500만원을 어떻게 사용했습니까?",korean general law
피고인이 피해자에게 포장마차 개업을 도와주겠다고 속여 돈을 받은 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2017년 7월 16일 피해자의 주거지에서 어떤 범죄를 저질렀나요?,korean general law
피고인이 술에 취한 상태로 경찰공무원을 폭행한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2019년 2월 10일 새벽에 피해자 C를 어떻게 폭행하였나요?,korean general law
피고인이 2018년 4월 27일 안산시 단원구에서 좌회전 중 횡단보도를 건너던 피해자를 충격하여 다발성 타박상을 입힌 사건에서 피고인의 법적 책임은 무엇인가요?,korean general law
"피고인은 피해자 E와의 다툼 중 피해자를 밀쳐 캐비닛에 부딪치게 하여 폭행하였는데, 이에 해당하는 형법 조항은 무엇인가요?",korean general law
"피고인은 어떤 상태에서 차량을 운전하였으며, 이에 해당하는 법 조항은 무엇인가요?",korean general law
피고인이 지하철 강남역에서 피해 여성의 치마 속을 동영상 촬영한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인은 의무보험에 가입되지 않은 차량을 운행한 혐의로 어떤 법률을 위반했습니까?,korean general law
피고인은 피해자 D와 다투는 과정에서 어떤 행위를 하여 상해를 입혔는가?,korean general law
피고인이 안전관리 업무를 소홀히 하여 근로자가 추락사한 사건에서 피고인의 법적 책임은 무엇인가요?,korean general law
피고인은 2011년 11월 8일과 11월 16일에 어떤 방법으로 피해자들로부터 재산상 이익을 취득하였습니까?,korean general law
피고인이 피해자를 폭행하여 안면부 타박상을 입힌 사건에서 적용되는 법조항은 무엇인가요?,korean general law
피고인은 2013년 11월 13일 서울 강북구에서 어떤 행위로 인해 업무방해와 공무집행방해 혐의를 받았나요?,korean general law
피고인이 피해자에게 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 어떤 행위로 성매매알선등행위의처벌에관한법률을 위반하였습니까?,korean general law
"피고인이 피해자에게 폭행을 가하여 상해를 입힌 경우, 어떤 법 조항에 따라 처벌받을 수 있나요?",korean general law
"피고인이 졸음운전을 하여 중앙선을 침범하고 사고를 낸 후 피해자를 구호하지 않고 도주한 경우, 적용되는 법률 조항은 무엇인가요?",korean general law
피고인이 2019년 3월 22일 서울 마포구에서 피해자의 재물을 절취한 사건에서 적용되는 법률 조항은 무엇인가요?,korean general law
피고인이 마약류취급자가 아님에도 불구하고 메트암페타민을 투약한 행위는 어떤 법률 조항을 위반한 것인가요?,korean general law
"피고인은 2021년 8월 19일 서울시 강서구 방화동 근처 도로에서 혈중알코올농도 0.159% 상태로 약 6km 구간을 운전하였는데, 이는 어떤 법률을 위반한 것인가?",korean general law
피고인이 2015년 3월 15일부터 5월 10일까지 여러 장소에서 피해자들의 연료와 물품을 절취한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인이 교통사고를 일으킨 상황과 관련된 법적 책임은 무엇인가요?,korean general law
피고인은 2020년 1월 28일 대전 서구의 식당에서 피해자에게 어떤 상해를 입혔습니까?,korean general law
피고인이 피해자의 뺨을 때리고 멱살을 잡아 흔든 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2013년 11월 19일 서울 노원구의 단란주점에서 피해자를 강제로 추행한 혐의로 기소되었습니다. 이 사건에 적용되는 법 조항은 무엇인가요?,korean general law
피고인은 피해자에게 어떤 이유로 모욕죄로 기소되었나요?,korean general law
피고인이 피해자로부터 레미콘을 편취한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 서울경기양돈농협 이문지점에서 피해자 B의 삼성 갤럭시노트3 휴대폰을 절취한 행위는 어떤 법률 조항에 해당하나요?,korean general law
피고인은 2012년 9월 21일 의정부시에서 피해자를 폭행한 사실이 있습니까?,korean general law
"피고인은 2020년 8월 30일 서울 양천구에서 중학생인 피해자에게 겁을 주어 2,000원을 갈취한 행위에 대해 어떤 법 조항에 따라 처벌받을 수 있나요?",korean general law
피고인이 2015년 5월 9일 무면허로 자동차를 운전한 장소와 거리는 어디인가요?,korean general law
피고인이 소주병을 깨고 피해자를 협박한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 어떤 과실로 인해 피해자를 사망에 이르게 하였습니까?,korean general law
피고인이 피해자에게 약국 매입과 관련하여 거짓말을 하고 돈을 편취한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 2019년 11월 29일 경주시에서 혈중알콜농도 0.124% 상태로 약 3.8km 구간을 운전한 행위는 어떤 법을 위반한 것인가?,korean general law
피고인이 2012년 6월 26일 대구 수성구의 한 PC방에서 게임비를 지불할 의사나 능력이 없음에도 불구하고 게임을 하여 재산상 이익을 취득한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인은 경찰공무원의 정당한 직무집행을 방해한 행위에 대해 어떤 법 조항에 따라 처벌받을 수 있는가?,korean general law
피고인은 2016년 4월 1일 서울 강동구에서 어떤 행위로 인해 형법 제366조를 위반하였나요?,korean general law
피고인은 2018년 7월 2일에 어떤 범죄를 저질렀습니까?,korean general law
피고인은 2017년 6월 2일 혈중알코올농도 0.099% 상태로 약 600M를 운전한 혐의로 어떤 법률 조항을 위반하였습니까?,korean general law
피고인이 피해자를 협박한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 경찰공무원 F에게 폭행을 가하여 공무집행을 방해하고 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 피해자 E와 F에게 각각 어떤 상해와 폭행을 가하였는가?,korean general law
피고인은 2021년 9월 2일 혈중알코올농도 0.160% 상태로 약 2km 구간에서 차량을 운전한 사실에 대해 어떤 법률을 위반하였습니까?,korean general law
피고인은 피해자에게 어떤 거짓말을 하여 돈을 편취하였나요?,korean general law
피고인은 어떤 방식으로 이 사건 회사의 재물을 횡령하였습니까?,korean general law
피고인이 피해자의 권리행사를 방해한 행위는 무엇인가요?,korean general law
피고인은 피해자가 출근한 후 피해자의 집에서 어떤 행위를 하였는가?,korean general law
피고인은 2021년 5월 1일 구미시에서 혈중알코올농도 0.148% 상태로 약 2km 구간을 운전한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인이 피해자에게 욕설을 하며 얼굴을 5회 때려 약 3주간의 치료를 요하는 상해를 입힌 행위는 어떤 법률 조항에 해당하나요?,korean general law
"피고인이 혈중알콜농도 0.163%의 술에 취한 상태로 운전하여 사고를 일으킨 경우, 피고인에게 적용되는 법률 조항은 무엇인가요?",korean general law
피고인이 2014년 3월 31일 음주운전으로 적발된 사건에서 피고인의 혈중알코올농도는 얼마였습니까?,korean general law
피고인이 사실혼 관계에 있는 B와 함께 편의점에서 현금을 절취한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2013년 10월 2일 울산 남구의 편의점에서 피해자를 강제추행하였습니까?,korean general law
피고인은 2017년 7월 21일 부천시 원미1동 행정복지센터에서 어떤 행위로 인해 피해자를 모욕하였습니까?,korean general law
피고인이 여자친구를 폭행하고 재물을 손괴한 사건에서 적용되는 법 조항은 무엇인가요?,korean general law
피고인은 2016년 9월 4일 강원 영월군에서 혈중알콜농도 0.168% 상태로 화물차를 운전한 혐의로 어떤 법률을 위반했나요?,korean general law
피고인이 고양시 소유의 볼라드를 손괴하고 도주한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인이 2016년 3월 30일 혈중알코올농도 0.103% 상태에서 자동차를 운전한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인은 어떤 장소에서 어떤 방식으로 성매매를 알선하였나요?,korean general law
피고인은 2020년 12월 30일 김포시에서 경찰관의 신분증 제시 요구를 거부하고 폭행하여 어떤 죄를 저질렀나요?,korean general law
피고인이 2014년 12월 11일 나주시에서 전동드릴을 이용해 철제펜스를 손괴한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 경찰관에게 폭행과 협박을 하여 공무집행을 방해한 행위는 어떤 법률 조항에 해당하나요?,korean general law
피고인이 의무보험에 가입하지 않은 채 차량을 운행한 행위는 어떤 법 조항을 위반한 것인가요?,korean general law
피고인은 2014년 5월 2일 제주시에서 피해자 소유의 원탁과 목재를 절취한 혐의로 어떤 법률 조항을 위반했습니까?,korean general law
피고인은 2011년 11월 11일 서울 서초구의 PC방에서 피해자의 반지갑에서 현금을 절취한 혐의로 어떤 법 조항에 따라 처벌받을 수 있나요?,korean general law
피고인은 술에 취해 소란을 피운다는 신고를 받고 출동한 경찰관을 폭행하여 어떤 죄를 범하였는가?,korean general law
피고인이 피해자 E에게 펜션공사 대금이 부족하다고 거짓말하여 돈을 빌린 후 갚지 않은 행위는 어떤 죄에 해당하는가?,korean general law
피고인이 배우자인 피해자에게 칼을 휴대하여 상해를 가한 행위는 어떤 법률 조항에 해당하는가?,korean general law
"피고인은 어떤 목적으로 여자화장실에 침입하였으며, 어떤 행위를 시도하였는가?",korean general law
피고인은 어떤 상황에서 피해자 E을 사망에 이르게 했나요?,korean general law
"피고인은 피해자에게 어떤 상해를 가하였으며, 이에 해당하는 법 조항은 무엇인가요?",korean general law
피고인이 클럽 안에서 피해자의 엉덩이를 쓰다듬은 행위는 어떤 법률에 의해 처벌받을 수 있습니까?,korean general law
피고인은 어떤 행위로 인해 형법 제261조와 형법 제260조 제1항을 위반하였나요?,korean general law
피고인이 피해자 회사로부터 500만 원을 편취한 행위는 어떤 법률 조항을 위반한 것인가?,korean general law
피고인이 행사에 필요한 송어를 공급받기 위해 피해자를 기망하여 재물을 교부받은 행위는 어떤 법 조항에 위반되는가?,korean general law
피고인은 피해자에게 성관계를 요구하고 거절당하자 폭행 후 강제로 추행한 행위에 대해 어떤 법을 위반했는가?,korean general law
"피고인이 경계선 수준의 정신지체와 신경성 식욕부진증 등으로 인해 사물을 변별하거나 의사를 결정할 능력이 미약한 상태에서 여러 차례 절도 행위를 저질렀을 때, 이에 대한 법적 처벌은 무엇인가요?",korean general law
피고인이 술에 취해 택시비를 지불하지 않고 경찰관을 폭행한 사건에서 적용된 법 조항은 무엇인가요?,korean general law
피고인이 신호위반으로 인해 발생한 교통사고로 인한 피해자의 상해에 대해 어떤 법적 책임을 지게 되는가?,korean general law
피고인이 교차로에서 우회전하면서 발생한 사고와 관련된 법적 책임은 무엇인가요?,korean general law
피고인은 2015년 11월 21일 어떤 범죄를 저질렀는가?,korean general law
피고인이 2011년 9월과 11월에 피해자에게 거짓말을 하여 돈을 빌려받은 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 2015년 5월부터 6월까지 카카오스토리를 통해 피해자 G에 대해 허위 사실을 유포하여 명예를 훼손한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 2014년 3월 4일 목포시에서 무면허 상태로 혈중알콜농도 0.087%의 술에 취한 채 자동차를 운전한 행위는 어떤 법률 조항을 위반한 것인가요?,korean general law
피고인이 피해자의 집에 침입한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2016년 2월 19일 술에 취한 상태에서 약 30m 구간을 운전한 후 경찰의 음주측정 요구에 응하지 않았습니다. 이에 해당하는 법적 조항은 무엇인가요?,korean general law
피고인이 2016년 5월 7일 오산시 남촌동에서 벌음삼거리까지 약 3km 구간을 자동차운전면허 없이 운전한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인이 2012년 5월 21일과 22일에 걸쳐 허위 신고와 허위 진술을 한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인은 2013년 9월 24일 혈중알콜농도 0.102%의 상태로 차량을 운전한 혐의로 어떤 법률을 위반했습니까?,korean general law
피고인이 2017년 4월 10일 용인시 수지구에서 피해자들의 다리부위를 몰래 동영상 촬영한 행위는 어떤 법률을 위반한 것인가요?,korean general law
피고인은 피해자 E에게 지하 연습실을 임대해주겠다고 거짓말하여 금전을 송금받은 행위는 어떤 죄에 해당하는가?,korean general law
"피고인은 2015년 1월 13일 피해자 C의 주거에 어떻게 침입하였으며, 어떤 재물을 절취하였습니까?",korean general law
피고인은 피해자의 정당한 업무를 방해한 행위로 어떤 법률 조항에 해당하는가?,korean general law
피고인이 피해자에게 빈 소주병을 던져 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
"피고인과 B은 피해자 E을 폭행하여 상해를 입힌 경우, 적용되는 법률 조항은 무엇인가요?",korean general law
피고인은 2017년 12월 중순과 말에 피해자 E를 강제로 추행한 혐의로 어떤 법률 조항에 따라 처벌받을 수 있습니까?,korean general law
피고인이 2014년 1월 13일 서울 용산구의 한 식당에서 피해자를 폭행한 사건에서 적용되는 법 조항은 무엇인가요?,korean general law
피고인이 혈중알콜농도 0.179% 상태로 약 500m 구간에서 화물차를 운전한 행위는 어떤 법률을 위반했는가?,korean general law
피고인은 자동차운전면허 정지 기간 중 음주운전 혐의로 음주측정을 요구받았으나 불응한 사실이 있다. 이 경우 피고인이 위반한 법 조항은 무엇인가?,korean general law
피고인이 교통사고로 인해 보행자를 사망하게 한 사건에서 피고인이 위반한 법률 조항은 무엇인가요?,korean general law
피고인이 운전 중 전방을 제대로 살피지 않아 발생한 사고로 인해 피해자가 사망한 사건에서 피고인의 법적 책임은 무엇인가요?,korean general law
피고인이 타인의 재물을 절취한 행위는 어떤 법률에 의해 처벌받을 수 있습니까?,korean general law
"피고인이 2017년 2월 11일에 저지른 범죄는 무엇이며, 관련 법 조항은 무엇인가요?",korean general law
피고인이 혈중알콜농도 0.171%의 술에 취한 상태로 주차장에서 차량을 운전한 행위는 도로교통법을 위반한 것인가?,korean general law
"피고인은 2021년 4월 9일 어떤 범죄를 저질렀으며, 이전에 어떤 전력이 있었습니까?",korean general law
피고인은 피해자가 빌려간 돈을 갚지 않는다는 이유로 물이 든 페트병을 던져 피해자에게 상해를 가한 사건에서 적용된 법 조항은 무엇인가요?,korean general law
"피고인은 2020년 12월 18일 제주시에서 혈중알콜농도 0.040% 상태로 약 1.5km 구간을 운전하였고, 이는 음주운전 금지규정을 2회 이상 위반한 상태에서 다시 음주운전을 한 것인가요?",korean general law
피고인이 피해자 E와 F에게 가한 폭행과 상해에 대한 법적 근거는 무엇인가요?,korean general law
피고인이 혈중알콜농도 0.229% 상태로 약 300m 구간에서 승용차를 운전한 행위는 어떤 법률을 위반한 것인가?,korean general law
"피고인이 피해자의 배우자 명의 계좌에서 자신의 부친 명의 계좌로 총 44회에 걸쳐 32,535,120원을 임의로 이체하여 생활비 등으로 사용한 행위는 어떤 죄에 해당하는가?",korean general law
"피고인이 청소대금 잔금을 받기 위해 피해자의 집 현관문 앞에서 초인종을 누르고, 현관문을 두드리며 큰소리로 협박한 행위는 어떤 법률 조항에 해당하는가?",korean general law
피고인이 피해자 D와 F에게 각각 어떤 행위를 하였는가?,korean general law
피고인은 2013년 4월 25일 혈중알코올농도 0.190%의 음주상태로 약 3km를 운전한 혐의로 어떤 법률을 위반했는가?,korean general law
피고인이 맥주병을 던져 피해자의 얼굴에 파편이 맞게 한 행위는 어떤 범죄에 해당하는가?,korean general law
피고인은 피해자에게 어떤 행위를 하여 어떤 상해를 입혔는가?,korean general law
피고인이 술값 문제로 주점 종업원을 폭행한 사건과 경찰공무원의 직무집행을 방해한 사건에 대해 각각 어떤 법 조항이 적용되는가?,korean general law
피고인이 경찰관의 정당한 직무집행을 방해한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인은 2014년 7월 13일 혈중알콜농도 0.191%의 상태에서 약 50m를 운전한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인이 2016년 5월 2일 혈중알코올농도 0.170% 상태에서 약 20m 운전한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인은 2013년 8월 27일 강원 고성군에서 피해자에게 어떤 행위를 하였습니까?,korean general law
피고인이 2013년 1월 15일 서울 동대문구의 건축사사무실에서 피해자에게 욕설을 하며 소란을 피워 업무를 방해한 행위는 어떤 법률 조항에 해당하는가?,korean general law
"피고인이 홈플러스 매장에서 시가 1,155,000원 상당의 스마트폰 3대를 절취한 행위는 어떤 법률 조항에 해당하는가?",korean general law
피고인은 2021년 2월 12일 천안시 서북구 B아파트 C동 앞 주차장에서 혈중알코올농도 0.085% 상태로 약 3m 운전하여 음주운전 금지규정을 몇 회 위반하였습니까?,korean general law
피고인 A는 피해자 C와 말다툼 중 어떤 행위를 하였는가?,korean general law
"피고인이 초등학교 앞에서 제한속도를 초과하여 운전하다가 피해자를 사망에 이르게 한 경우, 피고인에게 적용될 수 있는 법률 조항은 무엇인가요?",korean general law
피고인이 편의점에서 종업원의 반말에 격분하여 피해자의 뺨을 때린 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 피해자들을 협박한 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 2014년 2월 4일 양주시 광적면 가납리 소재 능안교차로에서 좌회전 신호를 위반하여 보행자를 충격한 사건에서 피고인의 법적 책임은 무엇인가요?,korean general law
피고인이 택시 요금을 지불하지 않고 도망가려다 피해자를 폭행한 사건에서 적용되는 법 조항은 무엇인가요?,korean general law
"피고인은 2013년 10월 19일 혈중알콜농도 0.094% 상태에서 약 1km 구간을 운전하였는데, 이 행위는 어떤 법률을 위반한 것인가요?",korean general law
피고인은 2015년 7월 10일 성교행위를 약속한 상대방과 성교행위를 하고 금품을 지급한 행위로 어떤 법률을 위반하였는가?,korean general law
피고인이 피해자에게 욕설을 하며 폭행하여 상해를 입힌 행위는 어떤 법률 조항에 해당하는가?,korean general law
피고인이 2016년 12월 21일에 저지른 음주운전 행위는 어떤 법조항을 위반한 것인가?,korean general law
"피고인이 음주 상태에서 교통사고를 일으켜 여러 피해자에게 상해를 입힌 경우, 적용되는 법률 조항은 무엇인가요?",korean general law
피고인이 피해자들의 국민연금 기여금 및 건강보험료를 임의로 소비한 행위는 어떤 법률을 위반한 것인가?,korean general law
피고인이 피해자에게 흉곽 후벽의 타박상을 입힌 행위는 어떤 법률에 저촉되는가?,korean general law
피고인은 2016년 12월 20일 밤 11시 20분경 어떤 상태에서 어디서부터 어디까지 약 1km 구간을 운전하였나요?,korean general law
피고인이 피해자의 허락 없이 주거에 침입한 행위는 어떤 법률에 저촉되는가?,korean general law
피고인은 2015년 2월 7일 밤에 어떤 상태로 어느 구간에서 운전하였나요?,korean general law
What is Haewoe Jikjeopgumae (해외직접구매) and what are the key drivers behind this phenomenon in Korea?,korean business law
"What is the meaning of ""Haewoe Jikjeopgumae"" in Korean?",korean business law
"What is ""Doing Business in Korea"" about?",korean business law
"What is the focus of the book ""Doing Business in Korea""?",korean business law
What are some of the topics covered in the book?,korean business law
Who is the author of the book?,korean business law
What is Fabian Jintae Froese's professional background?,korean business law
What are some of Fabian Jintae Froese's academic qualifications?,korean business law
What are Fabian Jintae Froese's research interests?,korean business law
In what journals has Fabian Jintae Froese's work been published?,korean business law
"Who is the author of ""Doing Business in Korea""?",korean business law
"What is the book ""Doing Business in Korea"" about?",korean business law
Who is Mannsoo Shin and what is his opinion on the book?,korean business law
"What does Professor Chris Rowley, Editor of Asia Pacific Business Review, think about the book?",korean business law
What is Christoph Heider's opinion on the book?,korean business law
"What does Yongsun Paik, Director of the Center for Asian Business at Loyola Marymount University, think about the book?",korean business law
"Who is the editor of ""Doing Business in Korea""?",korean business law
What is the name of the publication?,korean business law
What is the name of the publisher?,korean business law
Which company owns Routledge?,korean business law
In which cities is the publisher based?,korean business law
Who is the author of the editorial material in the book?,korean business law
When was the book first published?,korean business law
Who is the publisher of the book?,korean business law
"What is the address of Routledge's office in Abingdon, Oxon?",korean business law
"What is the address of Routledge's office in New York, NY?",korean business law
Who is the parent company of Routledge?,korean business law
What is the ISBN number for the hardback version of the book?,korean business law
What is the ISBN number for the paperback version of the book?,korean business law
What is the ISBN number for the electronic version of the book?,korean business law
What typeface was used for the book?,korean business law
Who typeset the book?,korean business law
"Who is the author of the introduction chapter titled ""Korea - land of great opportunities""?",korean business law
What is the title of the book?,korean business law
What are the parts of the book?,korean business law
What are the chapters in Part II?,korean business law
Who are the authors of the chapters in Part II?,korean business law
What are the chapters in Part III?,korean business law
Who are the authors of the chapters in Part III?,korean business law
Is there an index in the book?,korean business law
What are the top sectors of inbound M&As in South Korea by volume?,korean business law
Who are the top bidders of inbound M&As in South Korea by value?,korean business law
What are the top sectors of outbound M&As in South Korea by value?,korean business law
Who are the top targets of outbound M&As in South Korea by value?,korean business law
What are the top sectors of outbound M&As in South Korea from 2015 to 2018?,korean business law
What is the ease of adoption and attractiveness of Korean management practices across business environments?,korean business law
What is the currency exchange rate in South Korea?,korean business law
What is the advertising expenditure in South Korea by medium?,korean business law
What is the U-curve used to represent in the context of expatriate adjustment?,korean business law
What are the main industry sectors in Korea from the 1960s to 2000s?,korean business law
How can foreigners do business in Korea?,korean business law
What is the start-up visa system in Korea?,korean business law
What is the purpose of Table 4.1?,korean business law
What information is contained in Table 4.2?,korean business law
What does Table 4.3 cover?,korean business law
What details are included in Table 5.1?,korean business law
What regions are covered in Table 5.2?,korean business law
What countries are highlighted in Table 5.3?,korean business law
What industries are featured in Table 5.4?,korean business law
What regions in manufacturing are analyzed in Table 5.5?,korean business law
What regions in service are discussed in Table 5.6?,korean business law
What countries of origin are featured in Table 5.7?,korean business law
What subnational regions of destination are covered in Table 5.8?,korean business law
What types of ownership are discussed in Table 5.9?,korean business law
What regions are highlighted in Table 5.10?,korean business law
What investment purposes are featured in Table 5.11?,korean business law
What subnational regions are covered in Table 5.12?,korean business law
What subnational regions are covered in Table 5.13?,korean business law
What subnational regions are covered in Table 5.14?,korean business law
What countries are compared in Table 8.1?,korean business law
What information is presented in Table 8.2?,korean business law
What products are compared in Table 9.1?,korean business law
What is the focus of Table 10.1?,korean business law
What employee involvement activities are covered in Table 10.2?,korean business law
What compensation systems are discussed in Table 10.3?,korean business law
What is the topic of the chapter in the 10.4 table?,korean business law
What is the focus of the 11.1 table?,korean business law
What does the 12.1 table represent?,korean business law
What information is provided in the 12.2 table?,korean business law
What is the topic of the 12.3 table?,korean business law
What are the four Ps in marketing?,korean business law
What is the meaning of CSA in the context of international business?,korean business law
Who is DJ (Kim) Dae-jung?,korean business law
What does EOI mean in the context of economic development?,korean business law
What is the abbreviation for the Korea Development Bank?,korean business law
What is the meaning of FBA in the context of international business?,korean business law
What does FDI stand for?,korean business law
What is the meaning of FETL in the context of international business?,korean business law
What is the meaning of FIPL in the context of international business?,korean business law
What does FSA mean in the context of international business?,korean business law
What does FTA stand for?,korean business law
What is the meaning of GDP?,korean business law
What is the meaning of GNI?,korean business law
What is the meaning of GNP?,korean business law
What does GSC stand for?,korean business law
What does HR stand for?,korean business law
What is the meaning of HRM?,korean business law
What does HQ stand for?,korean business law
What does IB stand for?,korean business law
What does ICT stand for?,korean business law
What does ISI stand for?,korean business law
What does KIC stand for?,korean business law
What does KOSDAQ stand for?,korean business law
What does KOTRA stand for?,korean business law
What does KRW stand for?,korean business law
What does M&A stand for?,korean business law
What does MNE stand for?,korean business law
What is the full form of MOCIE in Korea?,korean business law
What is the full form of MOTIE in Korea?,korean business law
What does NGO stand for?,korean business law
What is the full form of NIPA?,korean business law
What does PCT stand for?,korean business law
What does PE&SE stand for?,korean business law
What is the full meaning of PSPD?,korean business law
What does R&D stand for?,korean business law
What is the full form of SIE?,korean business law
What does SME stand for?,korean business law
What does TMT stand for?,korean business law
What does USD stand for?,korean business law
Who is Samuel Davies and what are his research interests?,korean business law
What is Fabian Jintae Froese's position and research interests?,korean business law
