question,answer
一般職の国家公務員が消防団を中核とした地域防災力の充実強化に関する法律第十条第一項に基づいて兼職を請求する際に使用する書類は何ですか？,別記様式第一号の兼職請求書を使用しなければならない。
再生医療等製品の臨床試験の実施の基準に関する省令の目的は何ですか？,被験者の人権の保護、安全の保持及び福祉の向上を図り、治験の科学的な質及び成績の信頼性を確保するためです。
行政手続における特定の個人を識別するための番号の利用等に関する法律は何年に制定されましたか？,平成二十五年
地方交付税法に基づき、平成二十六年度分の震災復興特別交付税の決定時期はいつですか？,平成二十六年九月及び平成二十七年三月
障害者の日常生活及び社会生活を総合的に支援するための法律に基づく障害支援区分の審査及び判定の基準は何に基づいて行われるか？,障害支援区分認定調査の結果及び医師意見書に基づいて行われる。
平成二十五年法律第六十三号による厚生年金保険法等の一部改正の目的は何ですか？,公的年金制度の健全性及び信頼性の確保のためです。
行政手続における特定の個人を識別するための番号の利用等に関する法律施行令第十二条第一項第二号の主務省令で定める書類にはどのようなものがありますか？,運転免許証、運転経歴証明書、旅券、身体障害者手帳、精神障害者保健福祉手帳、療育手帳、在留カード、特別永住者証明書などがあります。
平成二十五年十一月からの降雪により被害を受けた地方団体に対する地方交付税の交付時期及び交付額の特例はどのように定められていますか？,平成二十五年十一月からの降雪により被害を受けた地方団体に対して、総務大臣が定める額を平成二十六年二月に交付し、同年三月に交付すべき額からその額を控除した額を交付する。
沖縄振興特別措置法に基づく経済金融活性化特別地区の事業認定申請に必要な書類は何ですか？,登記事項証明書、貸借対照表及び損益計算書などが必要です。
消費税の転嫁を阻害する行為の是正等に関する特別措置法第十五条に基づく立入検査を行う職員が携帯する証明書の様式はどのように定められていますか？,金融庁又は財務局若しくは財務支局の職員が携帯する証明書は、別紙様式によるものと定められています。
子ども・子育て支援法附則第十条第一項に基づく保育緊急確保事業の内容は何ですか？,保育緊急確保事業は、小学校就学前子どもの保育や子育て支援に関する様々な事業を含みます。具体的には、認定こども園での保育費用の補助、私立幼稚園での教育活動費用の補助、山間地や離島での保育事業、家庭的保育事業、地域子育て支援拠点事業などがあります。
金融商品取引法令に違反する行為を行った者の氏名等の公表方法はどのように定められていますか？,インターネットの利用その他の適切な方法により行うものとされています。
地方公共団体情報システム機構法施行規則第一条に記載すべき事項は何ですか？,住民基本台帳法に関する事務、電子署名に係る認証業務に関する事務、特定の個人を識別するための番号の利用等に関する事務、開発及び運用に関する事項、教育及び研修に関する事項、調査研究に関する事項、事務の受託に関する事項、情報の提供、助言その他の支援に関する事項、その他機構の業務の執行に関して必要な事項。
特定駐車場における必要とされる防火安全性能を有する消防の用に供する設備等に関する省令は、どの法律の規定に基づいて定められていますか？,消防法施行令（昭和三十六年政令第三十七号）第二十九条の四第一項の規定に基づいて定められています。
幹部職員の任用等に関する政令第二条第二項の官職はどのような業務を行うと定められていますか？,行政の特定の分野における高度の専門的な知識経験に基づく調査、研究、情報の分析等を行うことにより、政策の企画及び立案、他国又は国際機関との交渉等の支援に関する事務をつかさどると定められています。
平成二十七年四月二十五日から平成三十二年四月二十四日までの期間に中華人民共和国から輸入されるトルエンジイソシアナートに課される関税の税率は何パーセントですか？,六十九・四パーセント
サイバーセキュリティ戦略本部員の定数は何人以内とされていますか？,十人以内とされています。
経験者採用試験の対象官職及び種類並びに採用試験により確保すべき人材に関する政令に基づき、内閣官房令で定められる官職はどのようなものですか？,内閣官房令で定められる官職は、外務職員の書記官、国税調査官、政策の企画及び立案に関する官職、会計検査に関する官職、技術的な知識を活用する官職などがあります。
子ども・子育て支援法施行規則の目次に記載されている章の数はいくつですか？,6章
過労死等防止対策推進協議会の委員の任期は何年ですか？,二年です。
子ども・子育て支援法に基づく特定教育・保育施設及び特定地域型保育事業の運営に関する基準はどのように定められているか？,子ども・子育て支援法（平成二十四年法律第六十五号）第三十四条第三項、第四十六条第三項の規定に基づき、特定教育・保育施設及び特定地域型保育事業の運営に関する基準が内閣府令で定められている。
内閣は何のために国民年金法等の一部を改正する法律を制定しましたか？,政府管掌年金事業等の運営の改善のため。
内閣が制定した政令は、どの法律の第八条の規定に基づいていますか？,地方公共団体の議会の議員及び長の選挙期日等の臨時特例に関する法律（平成二十六年法律第百二十五号）第八条
この政令はどの法律に基づいて制定されましたか？,子ども・子育て支援法及び就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律の一部を改正する法律の施行に伴う関係法律の整備等に関する法律（平成二十四年法律第六十七号）第八条及び第七十三条の規定に基づき制定されました。
特定秘密の保護に関する法律に基づき、特定秘密の指定や解除についてどのような手続きが行われるか？,特定秘密の指定や解除は、指定の有効期間やその満了、特定秘密の表示方法、通知方法などの詳細な手続きを経て行われる。
農業の有する多面的機能の発揮の促進に関する法律第九条第二項の規定による国の補助金の額はどのように定められていますか？,補助金の額は、補助に要する費用の二分の一以内と定められています。
平成二十六年七月三十日から八月二十五日までの間の暴風雨及び豪雨による災害に対して、内閣はどのような措置を適用することを決定しましたか？,法第三条から第六条まで、第十六条、第十七条、第十九条及び第二十四条に規定する措置を適用することを決定しました。
内閣が制定した政令はどの法律に基づいていますか？,排他的経済水域及び大陸棚に関する法律（平成八年法律第七十四号）第二条第二号の規定に基づいています。
再生医療等の安全性の確保等に関する法律に基づいて制定された政令の施行期日はいつですか？,平成二十六年十一月二十五日
国家戦略特別区域法施行規則の第一条で定められている事業の目的は何ですか？,産業の国際競争力の強化や国際的な経済活動の拠点の形成に資することです。
株式会社海外交通・都市開発事業支援機構法第五条第三項の政令で定める倍数は何ですか？,一・五
難病の患者に対する医療等に関する法律に基づく政令で、指定特定医療に係る負担上限月額はどのように定められていますか？,指定難病の患者またはその保護者の区分に応じて、負担上限月額は3万円、2万円、1万円、5千円、2千5百円、千円、零円と定められています。
内閣はどの法律に基づいてこの政令を制定しましたか？,国家公務員法（昭和二十二年法律第百二十号）第百一条第一項の規定に基づいて制定しました。
独立行政法人日本医療研究開発機構法に基づき、教育公務員として定められている職位は何ですか？,学校教育法の規定による公立の大学の学長、副学長、学部長、教授、准教授、助教又は講師の職にある者とする。
退職手当審査会の委員の任期は何年ですか？,二年です。
内水面漁業の振興に関する法律で指定されている養殖業は何ですか？,うなぎ養殖業
年金業務監視委員会令はどの法律により廃止されましたか？,年金業務監視委員会令は、国家公務員法等の一部を改正する法律により廃止されました。
アルコール健康障害対策関係者会議の委員の任期は何年ですか？,二年
内閣はどの法律の第十五条の二の規定に基づき政令を制定しましたか？,国と民間企業との間の人事交流に関する法律（平成十一年法律第二百二十四号）第十五条の二の規定に基づき、この政令を制定しました。
健康・医療戦略推進本部が専門調査会を設置する際の条件は何ですか？,専門の事項を調査させるため必要があるとき、本部の議決により設置できる。
花きの振興に関する法律に基づく出願料の軽減を受けるために必要な書類は何ですか？,申請書と、出願品種が認定研究開発事業計画に従って行われる研究開発事業の成果に係るものであることを証する書面。
薬事法等の一部を改正する法律の施行に伴い、医療機器の製造販売の認証の申請に関する経過措置はどのように規定されていますか？,改正法の施行前にされた旧薬事法の認証の申請で、施行の際に認証が未処分の場合、従前の例によるとされています。
内閣はどの法律の規定に基づいてこの政令を制定しましたか？,国家公務員法（昭和二十二年法律第百二十号）の規定に基づいて制定しました。
内閣は、どの法律に基づいてこの政令を制定しましたか？,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律（平成二十六年法律第百十二号）
子ども・子育て支援法附則第十条第四項の規定に基づく国の補助は、どのような費用に対して行われるか？,保育緊急確保事業に要する費用に対して行われる。
行政手続における特定の個人を識別するための番号の利用等に関する法律に基づき、健康保険法に関する事務はどのようなものがありますか？,健康保険法に関する事務には、日雇特例被保険者の適用除外の申請の受理、全国健康保険協会管掌健康保険の被保険者証に関する事務、被保険者資格の得喪の確認の請求の受理などがあります。
自動車の運転に支障を及ぼすおそれがある病気として、政令で定められているものは何ですか？,統合失調症、てんかん、再発性の失神、低血糖症、そう鬱病、睡眠障害
国家公務員法第四十五条の二第一項第一号の政令で定める官職にはどのような職務が含まれますか？,専門的な知識又は技能に基づいて行う工業所有権に関する審査の事務、海事に関する試験又は検査の事務、独立行政法人通則法に規定する行政執行法人における印刷又は造幣に関する業務の運営又は管理の事務が含まれます。
雨水の利用の推進に関する法律第二条第二項の政令で定める法人にはどのようなものがありますか？,国立研究開発法人医薬基盤・健康・栄養研究所、国立研究開発法人宇宙航空研究開発機構、国立研究開発法人海上・港湾・航空技術研究所など、多くの国立研究開発法人や独立行政法人が含まれます。
平成二十五年法律第百二号の施行に伴い、廃止された政令は何ですか？,青年等の就農促進のための資金の貸付け等に関する特別措置法施行令（平成七年政令第二十一号）
平成二十六年度における児童手当法第二十一条第一項の拠出金率は何ですか？,千分の一・五です。
独立行政法人日本学術振興会が国庫納付金を文部科学大臣に提出する期限はいつですか？,平成二十六年六月三十日まで
行政手続における特定の個人を識別するための番号の利用等に関する法律に基づき、どのような情報が審査に使用されますか？,健康保険、年金、住民票、市町村民税などの情報が使用されます。
地方法人税法に基づく政令の定義において、「内国法人」とは何を指しますか？,地方法人税法第二条第一号に規定する内国法人を指します。
農地中間管理事業の推進に関する基本方針はどのくらいの期間ごとに定められるか？,おおむね五年ごとに、その後の十年間につき定める。
就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律に基づき、どのような法律が国民の福祉または学校教育に関する法律として定められていますか？,学校教育法、児童福祉法、教育職員免許法、生活保護法、社会福祉法、社会福祉士及び介護福祉士法、介護保険法、児童買春、児童ポルノに係る行為等の規制及び処罰並びに児童の保護等に関する法律、児童虐待の防止等に関する法律、障害者の日常生活及び社会生活を総合的に支援するための法律、障害者虐待の防止、障害者の養護者に対する支援等に関する法律、子ども・子育て支援法、国家戦略特別区域法、民間あっせん機関による養子縁組のあっせんに係る児童の保護等に関する法律
防衛省の職員の配偶者同行休業に関する政令は何に基づいて制定されましたか？,国家公務員の配偶者同行休業に関する法律（平成二十五年法律第七十八号）第十一条に基づいて制定されました。
原子力規制委員会独立行政法人評価委員会令はどの条文で廃止されると規定されていますか？,第十八条
国家戦略特別区域法に基づいて制定された政令の基準は何ですか？,内閣府令で定める基準に従い、区域データの提供方法や条件を公表し、不当な差別的取扱いをしないこと、必要な措置を講じることです。
内閣が制定した政令はどの法律の施行に伴うものですか？,内閣は、独立行政法人年金・健康保険福祉施設整理機構法の一部を改正する法律（平成二十三年法律第七十三号）の施行に伴い、この政令を制定しました。
国家戦略特別区域法第二条第一項に基づき、内閣が制定した政令で定められた区域にはどのような地域が含まれますか？,宮城県仙台市、秋田県仙北市、茨城県つくば市、千葉県千葉市及び成田市、東京都、神奈川県、新潟県新潟市、石川県加賀市、長野県茅野市、岡山県加賀郡吉備中央町、愛知県、京都府、大阪府、兵庫県、大阪府大阪市、兵庫県養父市、広島県、愛媛県今治市、福岡県北九州市及び福岡市、沖縄県。
子どもの貧困対策の推進に関する法律第八条第六項に基づき、内閣が制定した政令の施行日はいつですか？,令和五年四月一日
内閣はどの法律に基づいてこの政令を制定しましたか？,行政手続における特定の個人を識別するための番号の利用等に関する法律（平成二十五年法律第二十七号）
平成二十五年八月二十三日から同月二十五日までの間の豪雨による災害で、島根県江津市に適用される措置は何ですか？,法第三条から第六条まで及び第二十四条に規定する措置
産業競争力強化法に基づく政令の制定目的は何ですか？,産業競争力強化法を実施するためです。
国際的な子の奪取の民事上の側面に関する条約の実施に関する法律に基づき、情報提供を求める場合、外務大臣はどのように行う必要がありますか？,外務大臣は、求める情報の内容をできる限り具体的に特定し、文書により情報を記載した書面の提出を求める必要があります。
内閣が制定した政令は何に基づいていますか？,内閣は、独立行政法人日本万国博覧会記念機構法の廃止に伴い、並びに独立行政法人日本万国博覧会記念機構法を廃止する法律附則第二条第七項及び第十八項並びに第四条並びに関係法律の規定に基づいて、この政令を制定しています。
内閣はどの法律に基づいてこの政令を制定しましたか？,子ども・子育て支援法
この法律の目的は何ですか？,個人の名誉及び私生活の平穏の侵害による被害の発生又はその拡大を防止することです。
過労死等防止啓発月間は何月に設定されていますか？,十一月
アレルギー疾患対策基本指針の策定について定めた条文はどれですか？,第十一条
内水面漁業の振興に関する基本理念はどの条文に記載されていますか？,第二条
この法律の目的は何ですか？,医療機器の研究開発及び普及の促進に関する施策を総合的かつ計画的に推進することです。
この法律の目的は何ですか？,地域自然資産区域における自然環境の保全及び持続可能な利用の推進を図り、地域社会の健全な発展に資することです。
この法律の目的は何ですか？,この法律の目的は、適切な管理が行われていない空家等が地域住民の生活環境に深刻な影響を及ぼしていることに鑑み、地域住民の生命、身体又は財産を保護し、その生活環境の保全を図り、空家等の活用を促進することです。
この法律の目的は何ですか？,サイバーセキュリティに関する施策を総合的かつ効果的に推進し、経済社会の活力の向上及び持続的発展並びに国民が安全で安心して暮らせる社会の実現を図ることです。
政府は高齢者や障害者が安心して暮らせる社会を実現するために、どのような施策を検討することを求めていますか？,介護・障害福祉従事者の賃金水準や処遇の改善に資するための施策を検討し、その財源の確保も含めて必要な措置を講ずることを求めています。
この法律の目的は何ですか？,花き産業及び花きの文化の振興を図るため、農林水産大臣による基本方針の策定や生産者の経営の安定、加工及び流通の高度化、輸出の促進、公共施設及びまちづくりにおける花きの活用等の措置を講じ、花き産業の健全な発展及び心豊かな国民生活の実現に寄与すること。
水循環基本計画の策定について、政府はどのような責務を負っているか？,政府は、水循環に関する施策の総合的かつ計画的な推進を図るため、水循環基本計画を定めなければならない。
この法律の目的は何ですか？,雨水の利用を推進し、水資源の有効な利用を図り、下水道や河川への雨水の集中的な流出を抑制することです。
この法律の目的は何ですか？,急速な少子高齢化の進展に対応し、人口減少の歯止めや東京圏への人口集中の是正、地域社会の形成、個性豊かな人材の確保、多様な就業機会の創出を一体的に推進することです。
この法律の目的は何ですか？,この法律は、原子力損害の補完的な補償に関する条約の実施に伴い、原子力損害を賠償するために必要な資金の補助その他必要な事項を定めるものです。
この法律の目的は何ですか？,経済連携協定の適確な実施を確保し、我が国の輸出貿易の健全な発展に寄与することです。
この法律の目的は何ですか？,専門的知識等を有する有期雇用労働者等の能力の維持向上及び活用を図り、国民経済の健全な発展に資することです。
この法律の目的は何ですか？,この法律は、小規模企業の振興に関する施策を総合的かつ計画的に推進し、国民経済の健全な発展及び国民生活の向上を図ることを目的としています。
この法律の目的は何ですか？,農業の多面的機能の発揮を促進し、国民生活及び国民経済の安定に寄与することです。
この法律の目的は何ですか？,国際的なテロリズムの行為及び大量破壊兵器等の開発等を防止し、及び抑止するための国際社会の取組に積極的かつ主体的に寄与し、もって我が国を含む国際社会の平和及び安全に対する脅威の除去に資することを目的とする。
この法律の第一条の趣旨は何ですか？,日本国政府とアメリカ合衆国政府が相互に指紋情報を交換し、重大な犯罪を防止し、捜査するための枠組みを定めることです。
平成27年の地方公共団体の議会の議員及び長の選挙期日はいつですか？,都道府県及び指定都市の議会の議員及び長の選挙は平成27年4月12日、市区町村の議会の議員及び長の選挙は同年4月26日です。
この法律の目的は何ですか？,特定農林水産物等の名称の保護に関する制度を確立し、生産業者の利益を保護し、農林水産業及びその関連産業の発展に寄与し、併せて需要者の利益を保護することです。
留置施設視察委員会の委員の定数は何人以内と定められていますか？,十人以内と定められています。
この法律の目的は何ですか？,養豚農業の振興を図り、経営の安定、飼料自給率の向上、伝染性疾病の予防、安全な豚肉の生産と消費の拡大を通じて養豚農業の健全な発展に資することです。
この法律の第一章の目的は何ですか？,難病の患者に対する良質かつ適切な医療の確保及び難病の患者の療養生活の質の維持向上を図ることです。
この法律の目的は何ですか？,健康長寿社会の形成を図るため、健康・医療に関する先端的研究開発及び新産業創出を推進し、我が国経済の成長を図ることを目的としています。
警察署長が外国人の死体の身元が明らかになった場合、どのような手続きを行う必要がありますか？,警察署長は、外国人の死体の身元が明らかになった場合、その旨を遅滞なく当該死亡者の国の領事機関に通報する必要があります。
株式会社海外交通・都市開発事業支援機構の目的は何ですか？,海外における交通事業及び都市開発事業の支援を通じて、日本の事業者の市場参入を促進し、日本経済の持続的な成長に寄与することです。
警察署長が死体の死因や身元の調査に関する措置をとった場合、どのような書類を作成しなければならないのですか？,警察署長は、当該措置の結果その他必要な事項を記載した記録書を作成しなければならない。
行政不服審査法の目的は何ですか？,国民が簡易迅速かつ公正な手続の下で広く行政庁に対する不服申立てをすることができるための制度を定めることにより、国民の権利利益の救済を図るとともに、行政の適正な運営を確保することです。
消費税の転嫁を阻害する行為の是正等に関する特別措置法における大規模小売事業者の定義は何ですか？,前事業年度の売上高が百億円以上である者、または特定の店舗面積を有する者。
少年院法の目次において、矯正教育の目的等が記載されているのはどの章のどの節ですか？,第五章第一節
少年鑑別所法の目的は何ですか？,少年鑑別所の適正な管理運営を図り、鑑別対象者の鑑別を適切に行い、在所者の人権を尊重しつつ適切な観護処遇を行い、非行及び犯罪の防止に関する援助を適切に行うことを目的とする。
廃棄物管理施設の位置、構造及び設備の基準に関する規則はどの法律に基づいて定められていますか？,核原料物質、核燃料物質及び原子炉の規制に関する法律（昭和三十二年法律第百六十六号）第五十一条の三第二号の規定に基づいて定められています。
核燃料取扱主任者試験の目的は何ですか？,核燃料取扱主任者の職務を行うに必要な専門的知識及び経験を有するかどうかを判定することです。
使用済燃料貯蔵施設の位置、構造及び設備の基準に関する規則はどの法律に基づいて定められていますか？,核原料物質、核燃料物質及び原子炉の規制に関する法律（昭和三十二年法律第百六十六号）第四十三条の五第一項第三号の規定に基づいて定められています。
国立研究開発法人日本医療研究開発機構の名称はどの法律に基づいて定められていますか？,独立行政法人通則法
核原料物質、核燃料物質及び原子炉の規制に関する法律に基づく加工施設の位置、構造及び設備の基準に関する規則の第十四条第三号の規定に基づき、どのような規則が定められているか？,加工施設の位置、構造及び設備の基準に関する規則が定められている。
核原料物質、核燃料物質及び原子炉の規制に関する法律に基づく使用施設等の位置、構造及び設備の基準に関する規則の第二条の内容は何ですか？,使用施設等は、放射性物質を限定された区域に適切に閉じ込めることができるものでなければならない。
「核原料物質、核燃料物質及び原子炉の規制に関する法律」に基づく再処理施設の位置、構造及び設備の基準に関する規則は何年に制定されましたか？,昭和三十二年
核原料物質、核燃料物質及び原子炉の規制に関する法律第五十一条の三第二号の規定に基づき定められた規則は何に適用されますか？,この規則は、核原料物質、核燃料物質及び原子炉の規制に関する法律第五十一条の二第一項第二号に規定する第二種廃棄物埋設の事業に係る廃棄物埋設施設について適用されます。
地方法人税法の目次において、第三章は何について記載されていますか？,税額の計算について記載されています。
独立行政法人原子力安全基盤機構の解散に関する法律附則第三条第三項に基づく規則で、原子力規制委員会職員の募集に関して記載される事項は何ですか？,氏名、生年月日、所属部署及び役職、職務経験、過去二年間の能力評価及び業績評価
大規模災害からの復興に関する法律施行規則の第一条では、特定被災市町村等が何を提出する必要があるとされていますか？,復興計画に記載しようとする事項を記載した書類その他農林水産大臣、国土交通大臣及び環境大臣が定める書類を復興協議会及び特定被災都道府県知事に提出する必要があります。
大規模災害からの復興に関する法律施行規則はいつ施行されましたか？,平成二十五年八月二十日から施行されました。
核原料物質、核燃料物質及び原子炉の規制に関する法律に基づき、試験研究用等原子炉施設の地盤に関する規則はどのように定められているか？,試験研究用等原子炉施設は、地震力が作用した場合でも十分に支持できる地盤に設けなければならない。また、耐震重要施設は変形や変位が生じない地盤に設ける必要がある。
公共用飛行場周辺における航空機騒音による障害の防止等に関する法律施行令の改正に伴い、環境影響評価法施行令別表第三の十の項の第三欄に規定する値は何デシベルに定められましたか？,六十二デシベル
大規模災害からの復興に関する法律第十二条第三項に基づく協議書の提出先は誰ですか？,農林水産大臣及び国土交通大臣
「核原料物質、核燃料物質及び原子炉の規制に関する法律」に基づいて定められた規則は、どのような施設に適用されますか？,この規則は、研究開発段階発電用原子炉及びその附属施設に適用されます。
使用済小型電子機器等の再資源化の促進に関する法律施行規則の第二条に基づき、再資源化事業計画の認定を申請する際に必要な書類は何ですか？,申請者が法人の場合は定款と登記事項証明書、個人の場合は住民票の写しなど、合計十種類の書類が必要です。
「核原料物質、核燃料物質及び原子炉の規制に関する法律」に基づいて定められた規則の適用範囲は何ですか？,この規則は、実用発電用原子炉及びその附属施設について適用します。
使用済小型電子機器等の再資源化の促進に関する法律施行令第四条に基づき、委託契約書の保存期間は何年ですか？,五年
海賊多発海域における日本船舶の警備に関する特別措置法第十六条第四項の規定による都道府県公安委員会への通知はどのように行われるか？,届出書の写しを管轄する都道府県公安委員会に送付することにより行う。
大規模災害からの復興に関する法律に基づき、特定被災市町村等が国土交通大臣に提出する書類はどのような内容を含む必要がありますか？,復興計画に記載しようとする事業に関する事項を記載した書類を内閣総理大臣を経由して提出する必要があります。
総合特別区域法第五十三条に基づく命令はいつ施行されますか？,この命令は、公布の日から施行されます。また、平成二十八年四月一日から施行されます。
大規模災害からの復興に関する法律施行規則の第十二条第二項に基づく協議書には何を記載する必要がありますか？,復興計画に記載しようとする事項、土地利用方針、その他農林水産大臣及び国土交通大臣が定める書類を記載する必要があります。
核原料物質、核燃料物質及び原子炉の規制に関する法律に基づく実用発電用原子炉及びその附属施設の技術基準に関する規則の適用範囲は何ですか？,この規則は、実用発電用原子炉及びその附属施設について適用する。
指定海上防災機関の指定を受けようとする法人が提出しなければならない申請書に記載すべき事項は何ですか？,名称及び住所並びに代表者の氏名、事務所の所在地
大規模災害からの復興に関する法律第十一条第四項第二号で定める者は誰ですか？,都市計画に関し学識経験を有する者、特定被災都道府県の議会の議員及び特定被災市町村の議会の議長を代表する者で、特定被災都道府県の知事が推薦する者。
東京電力株式会社福島第一原子力発電所原子炉施設の保安及び特定核燃料物質の防護に関する規則は何に基づいて制定されましたか？,核原料物質、核燃料物質及び原子炉の規制に関する法律及びその特例に関する政令に基づいて制定されました。
首都直下地震対策特別措置法に基づく開発行為に係る同意に関する協議について、関係地方公共団体が提出すべき書類は何ですか？,基盤整備等計画に記載しようとする事業並びにその実施主体及び実施期間に関する事項を記載した書類、都市計画法第三十条第一項各号に掲げる事項に相当する事項を記載した書類、都市計画法第三十条第二項の書面に相当する書面及び同項の図書に相当する図書。
国土交通省関係警察等が取り扱う死体の死因又は身元の調査等に関する法律施行規則の施行期日はいつですか？,平成二十五年四月一日から施行する。
平成二十五年度に特定認定事業者が日本船舶・船員確保計画の認定の申請をする場合、計画期間はどのように定められていますか？,当該変更前の現行計画の計画期間とする。
民間の能力を活用した国管理空港等の運営等に関する法律施行規則の第一章は何に関するものですか？,国管理空港特定運営事業に係る関係省令の特例等
特定鉄道等施設の地震に対する安全性を向上させるために定められた省令の目的は何ですか？,特定鉄道等施設の地震に対する安全性を向上させるための耐震補強について定めること。
平成二十五年改正法の施行に伴い、内閣が制定した政令の目的は何ですか？,公的年金制度の健全性及び信頼性の確保のための厚生年金保険法等の一部を改正する法律の施行に伴い、存続厚生年金基金及び存続連合会に関する必要な経過措置を定めることです。
南海トラフ地震に係る地震防災対策の推進に関する特別措置法施行令第九条第二項に基づく集団移転促進事業に関する特別措置はどのように適用されるか？,津波避難対策緊急事業計画に基づく集団移転促進事業を実施する場合、防災のための集団移転促進事業に係る法律施行規則第七条の規定は、南海トラフ地震に係る特別措置法第十六条の規定により読み替えて適用される。
海賊多発海域における日本船舶の警備に関する特別措置法施行規則の第二条では、海賊行為の対象となるおそれが大きい船舶の要件としてどのような条件が定められていますか？,満載状態において速力が十八ノット未満であること、および満載喫水線までの最小の垂直距離が十六メートル未満であること。
中小企業支援法第十三条第一項に基づく認定情報提供機関の要件には何がありますか？,経済産業大臣が定める指針に適合し、情報収集と提供の専門知識を有し、1年以上の実務経験があり、精神障害や破産手続中でないことなどが要件です。
電気用品安全法に基づく省令の改正はいつ施行されますか？,平成二十六年一月一日から施行されます。
船員法に基づく検査の申請手続について、どのような書類が必要ですか？,海上労働検査申請書には、臨時海上労働証書の写し、報酬支払簿の写し、休日付与簿の写し、海上労働遵守措置を記載した書類などが必要です。
研究開発段階発電用原子炉及びその附属施設の技術基準に関する規則は、どの法律に基づいて定められていますか？,核原料物質、核燃料物質及び原子炉の規制に関する法律（昭和三十二年法律第百六十六号）第四十三条の三の十四第一項の規定に基づいて定められています。
下請中小企業振興法第二条第五項に規定する経済産業省令で定める状態とは何ですか？,前事業年度又は前年において、特定親事業者からの下請代金の総額が総収入金額の20%以上である状態を指します。
船員法の一部を改正する法律の施行に伴う省令の整備及び経過措置に関する省令第八条では、どのような規則が準用されるか？,船員の労働条件等の検査等に関する規則の第三条、第四条第一項、第五条第一項（第二号を除く。）及び第三項、第六条並びに第十条第一項の規定が準用される。
株式会社海外需要開拓支援機構法施行規則の第一条では、議事録の作成についてどのように定められていますか？,議事録は書面または電磁的記録で作成し、開催日時・場所、議事の経過と結果、特別な利害関係を有する委員の氏名、述べられた意見の概要を含む内容とする。
死刑再審無罪者に対し国民年金の給付等を行うための法律は何年に制定されましたか？,平成二十五年（2013年）
消費税の円滑かつ適正な転嫁の確保のための特別措置法第十五条に基づく立入検査を行う農林水産省の職員が携帯する証明書の様式は何によって定められていますか？,別記様式によって定められています。
行政機関の保有する個人情報の保護に関する法律施行令第十八条第三項第一号に掲げる行政機関等が保有する保有個人情報に係る開示請求の手続に関する省令はいつ施行されましたか？,平成二十五年四月一日
大規模災害からの復興に関する法律施行規則は何に基づいて定められていますか？,大規模災害からの復興に関する法律の第十一条第四項第四号及び第十五号、第十二条第三項第六号、第十三条第一項及び第八項第五号、第十六条第四項並びに第十九条第一項及び第二項の規定に基づいて定められています。
行政機関の保有する情報の公開に関する法律施行令第十三条第三項第一号に基づく開示請求等を行う際に必要な手続きは何ですか？,開示請求等に係る書面に手数料の納付を証明する納付書を添付しなければならない。ただし、指定された事務所で現金納付した場合はこの限りでない。
臍帯血供給事業者が臍帯血の調製・保存及び品質管理を適切に行うために必要な部門は何ですか？,調製・保存部門及び品質管理部門
大規模災害からの復興に関する法律に基づき、特定被災市町村が農林水産大臣に協議を行う際に必要な書類は何ですか？,復興計画に記載しようとする土地利用方針を記載した書類及び、農業の健全な発展を図るための施策の推進に関する基本的な事項、農地の確保及びその利用に関する基本的な事項、特定被災都道府県の知事の意見を記載した書類。
独立行政法人日本原子力研究開発機構の業務方法書に記載すべき事項は何ですか？,基礎的研究、応用の研究、核燃料サイクルの技術確立、成果の普及及び活用促進、放射性廃棄物の処分、施設及び設備の供用、研究者及び技術者の養成及び資質向上、情報の収集・整理・提供、試験及び研究・調査・分析・鑑定、出資及び人的・技術的援助、附帯業務、核原料物質・核燃料物質・放射性廃棄物の貯蔵・処理、業務委託の基準、競争入札その他契約に関する基本的事項、その他必要な事項。
犯罪被害者等の権利利益の保護を図るための刑事手続に付随する措置に関する法律施行規則において、請求書に添付すべき資料は何ですか？,天災その他やむを得ない事情を証明する資料、支払を証明する資料、旅行日記などが必要です。
移植に用いる造血幹細胞の適切な提供の推進に関する法律に基づく支援機関の指定申請にはどのような情報が必要ですか？,名称及び住所並びに代表者の氏名、事務所の所在地、定款及び登記事項証明書、役員の氏名・住所・略歴、支援業務の基本計画、資産の総額及び種類を証する書類が必要です。
新型インフルエンザ等対策特別措置法第六十四条に基づく医薬品等の譲渡を受けるための申請書には、どのような事項を記載する必要がありますか？,申請者の氏名及び住所、譲渡を受けようとする医薬品等の品名及び数量、譲渡を必要とする理由、その他必要となる事項を記載する必要があります。
国等による障害者就労施設等からの物品等の調達の推進等に関する法律施行令第一条第二号イからハまでに規定する厚生労働省令で定める割合は何ですか？,二分の一です。
矯正管区に置かれる首席管区監査官の主な職務は何ですか？,矯正施設の実地監査、被収容者の不服及び苦情の処理、矯正の事務に従事する職員の懲戒に関することです。
国家公務員退職手当法に基づく早期退職希望者の応募はどの様式によって行われるか？,別記様式第一の申請書による。
大規模災害からの復興に関する法律の施行に伴い、どのような省令が定められましたか？,大規模災害からの復興に関する法律及び東日本大震災復興特別区域法に基づく筆界特定の申請に係る筆界特定申請情報の特例等に関する省令が定められました。
