Question,Answer
How is interest income taxed in Korea?,"Generally, interest income is included in taxable income as it is received."
Is rent income taxed in Korea?,"Yes, rent income is taxed in Korea. A company engaged in the business of renting real properties is taxed on the deemed rental income calculated at the financial institutions' interest rate on the lease security money as well as on the recognized rental income."
How are royalties considered for taxation in Korea?,Royalties are considered to be taxable income when earned.
How is a Korean company taxed on its foreign-sourced income?,A Korean company is taxed on its foreign-sourced income at normal corporate income tax (CIT) rates.
Can a Korean company recognize unrealized gains and losses on foreign currency translation for tax purposes?,"Yes, a Korean company can recognize unrealized gains and losses on foreign currency translation for tax purposes."
Are there any tax credits available for foreign taxes imposed on a resident company?,"Yes, foreign taxes imposed on a resident company are allowed as a credit against the income taxes to be paid."
Can a resident company use a consistent method for recognizing unrealized gains and losses?,"Yes, once an election is made, the same method shall be consistently used."
Is income of foreign subsidiaries included in the taxable income of a resident company?,Income of foreign subsidiaries is not included in the taxable income of a resident company unless the anti-tax haven rule under the Law for Coordination of International Tax Affairs (LCITA) is triggered.
What is the Korean anti-tax haven rule?,"The Korean anti-tax haven rule states that accumulated earnings (distributable retained earnings) of a resident company's subsidiary located in a low tax jurisdiction (i.e. a tax haven where the effective tax rate on the taxable income for the past three years averages 15% or less) are taxed as deemed dividends to the resident company, which has direct and indirect interest of 20% or more in such subsidiary."
"What is the requirement for documentary support for a corporation's disbursements of more than KRW 30,000?","The corporation must maintain proper evidences such as credit card sales vouchers, cash receipts, tax invoices, and those vouchers and invoices stored in the company's ERP system. The corporation is required to maintain these documents for five years. If the corporation fails to maintain proper evidences, a 2% penalty shall be levied on the amount of disbursement."
"What methods are allowed for calculating depreciation in the country for tangible fixed assets, plant and buildings, mining rights, and tangible fixed assets used in mining?","The allowed methods for calculating depreciation are the straight-line or declining-balance method for tangible fixed assets, other than plant and buildings; the straight-line method for plant, buildings, and intangible assets; the service-output or straight-line method for mining rights; and the service-output, declining-balance, or straight-line method for tangible fixed assets used in mining."
What is the new rule for recognizing the allowance for start-up expenses under K-GAAP and K-IFRS?,The new rule for recognizing the allowance for start-up expenses under K-GAAP and K-IFRS requires objective evidence.
What is the deduction limit for entertainment expenses?,Entertainment expenses in excess of the 5% of the annual limits set by the tax law are not deductible.
What is the deduction limit for entertainment expenses in excess of the tax limit?,They are not deductible.
What is the requirement for entertainment expenses to be deductible?,"They must be supported by corporate credit card vouchers, cash receipts, or tax invoices."
What is the maximum amount of entertainment expenses that can be deducted on an event basis?,"KRW 10,000."
What is the deduction limit for severance allowance?,The accumulated amount of the severance allowance reserve may not exceed 25% of the actual aggregate liability to employees.
What is the deduction limit for severance allowance in 2016?,5% every year to be entirely eliminated.
What is the deduction limit for severance insurance premiums?,"Severance insurance premiums are deductible upon payment while the reserve under the defined contribution scheme would be deductible subject to the limit, similar to the existing severance insurance."
What is the deduction limit for insurance premiums?,Insurance premiums paid to an insurance company are deductible if the business enterprise is the listed beneficiary.
What is the requirement for insurance premiums to be deductible?,They must have the business enterprise as the listed beneficiary.
What is the requirement for insurance premiums for which the beneficiary is the employee to be deductible?,"They are also deductible; however, they are treated as salaries for the employees and are subject to withholding tax on earned income."
What is the requirement for corporations hiring five or more employees?,They are required to set aside retirement pensions for their employees.
What are the thin capitalization rules for a Korean company borrowing from its controlling shareholders overseas?,"If a Korean company borrows from its controlling shareholders overseas an amount greater than three times its equity (six times in the case of financial institutions), interest payable on the excess portion of the borrowing is characterized as dividends and treated as non-deductible in computing taxable income."
How long can a Korean company carry over its net operating losses (NOL)?,A NOL carryover is allowed for ten years for fiscal years commencing after 31 December 2008.
Are there any limitations on the NOL carryforward period for Korean companies?,"Yes, when a taxpayer uses the NOL incurred more than five years ago, the statute of limitation shall be one year from the filing due date of the fiscal year when the NOL is utilized."
Are loss carrybacks allowed for Korean companies?,"Generally, loss carrybacks are not allowed for Korean companies. However, small and medium-sized enterprises (SMEs) can carryback a NOL for one year."
What is the taxable year basis for Korean companies?,"The taxable year is on a fiscal-year basis as elected by the taxpayer. However, it cannot exceed 12 months."
When must a Korean corporation file its interim tax return?,A corporation must file an interim tax return with due payment for the first six months of the fiscal year and the filing/payment must be made within two months after the end of the interim six-month period.
When must a Korean corporation file its annual tax return?,An annual tax return must be filed within three months from the end of a fiscal year.
What is the penalty for failing to file a tax return in a timely manner or maintain adequate records in Korea?,"The penalty for failing to file a tax return in a timely manner or maintain adequate records in Korea is equivalent to 20 percent of the calculated tax or 0.07 percent of gross revenue, whichever is greater."
What are the most common types of tax holidays in Korea?,"Under the Special Tax Treatment Control Law (STTCL), the most common types of tax holidays in Korea are tax reductions or exemptions for foreign-invested corporations as well as certain small & medium-sized enterprises (SMEs) and tax credit to promote research and development activities (R&D tax credit)."
Are there any tax incentives for SMEs in Korea?,"Yes, various tax incentives are granted to small and medium-sized enterprises (SMEs) in Korea."
What is one of the major incentives for SMEs in terms of tax credit?,"One of the major incentives for SMEs is a special tax credit which ranges from 5% to 30% of taxable income, depending on the size, type of business, and location in a metropolitan or non-metropolitan area."
Are there any tax deductions for the acquisition of business assets by SMEs in Korea?,"Yes, 3% of the acquisition cost is deducted from corporate income tax for the acquisition of business assets such as machinery and equipment, facilities for the point-of-sales data management system, and facilities used for information protection system."
Are there any tax incentives for newly incorporated SMEs in non-metropolitan areas of Korea?,"Yes, newly incorporated SMEs in non-metropolitan areas are given a 50% reduction in corporate income tax for the first four years."
How are foreign taxes imposed on income recognized by a resident taxpayer in Korea treated in the tax system?,"Foreign taxes imposed on income recognized by a resident taxpayer in Korea are allowed as a credit within the limit against income taxes to be paid in Korea, or as deductible expenses in computing the taxable income. In general, foreign taxes will be applied as credit rather than as a deduction. The excess foreign tax credit can be carried forward for five years."
What are the investment incentives available for local tax exemption in accordance with local ordinances?,"Tax credits are generally available for longer exemption periods (up to 15 years) in accordance with their local ordinances for qualified investment in facilities for productivity enhancement, safety, job-creating investments, etc."
What are the changes made to FDI tax incentives in terms of investment amount?,The level of incentives for FDI has been reduced to 70% of the aggregated FDI amount for companies benefiting from a 7-year incentive period (50% ceiling for companies enjoying a 5-year incentive period).
What are the changes made to FDI tax incentives in terms of job-creation?,The level of incentives for FDI has been reduced to the lower of either 20% of the aggregated FDI amount or KRW 10 million times the company's net increase in employment.
Are there any consequences for companies that have enjoyed tax benefits based on job-creation and experience a net decrease in employment?,"Yes, companies that have enjoyed tax benefits based on job-creation will be subject to tax assessment in cases where there is a net decrease in employment within the subsequent two years in comparison to the year that the relevant tax credit was obtained."
What are anti-tax haven rules and when do they apply?,Anti-tax haven rules apply to Korean companies that have invested in a company incorporated in a foreign country with an average effective tax rate of 15% or less on taxable income for the past three years. These rules are intended to regulate a company that has made overseas investments of an abnormal nature.
Are there any exceptions to the anti-tax haven rules?,"Yes, if a company incorporated in such a tax haven country actively engages in business operations through an office, shop, or a factory, then the anti-tax haven rules will not apply."
What is the arm's-length principle and how is it used in determining the proper level of prices charged in transactions between Korean resident corporations and overseas related parties?,"The arm's-length principle is a key concept in transfer pricing regulations, which emphasizes that the prices charged in transactions between related parties should be the same as those that would be charged in a transaction between unrelated parties. In the context of Korean transfer pricing regulations, the arm's-length price is defined as a price established or that can be expected to be established in a normal transaction between independent third parties having no special relationship. The arm's-length principle is used to ensure that the prices charged in transactions between Korean resident corporations and overseas related parties are fair and not manipulated to artificially reduce taxable income."
What are the circumstances that would make two companies related parties under the LCITA?,"According to the LCITA, two companies are considered related parties if one of the following circumstances applies:"
What are the three primary types of transfer pricing forms that taxpayers engaging in transactions with overseas related parties must submit when filing their tax returns under the LCITA?,"The three primary types of transfer pricing forms are: 1. Declaration of Transfer Pricing Method for intercompany transactions involving tangible goods, intangibles and services, 2. Disclosure and justification of transfer pricing method, and 3. Summary of income statements of overseas related companies."
What are the forms or items that may be omitted at the time of returns on corporation tax and income tax?,Forms or items omitted at the time of returns on the corporation tax and income tax are specified in the provided information.
What materials are required to grasp the details of a transaction in connection with a service transaction under Article 6-2?,"Materials with which it is possible to grasp the details of a transaction in connection with a service transaction under Article 6-2, as specified by Ordinance of the Ministry of Strategy and Finance, are required."
What other materials are necessary for computing the adequate prices?,Other data necessary for computing the adequate prices are specified in the provided information.
How does the tax authority adjust transfer prices between a Korean company and its foreign affiliates?,The tax authorities adjust transfer prices between a Korean company and its foreign affiliates based on the arm's length price.
What happens if the amount of the adjustment is not repatriated back to Korea within a specified time period?,"If the amount of the adjustment is not repatriated back to Korea within a specified time period, certain secondary adjustments may be applicable such as treatment as deemed dividends, contribution of paid-in capital, etc. in addition to the corporate income tax assessment thereon."
What are the penalties for negligence in Korea?,The penalties for negligence in Korea can result in a fine of up to KRW 100 million.
What happens if a taxpayer fails to comply with a request for submission of information?,Failure to comply with a request for submission of information may increase the chances of a tax audit and potential underpayment or nonpayment of taxes.
What is the penalty for under-reporting the tax base in Korea?,"The underreporting penalty in Korea can vary depending on whether the reduction of the tax base was intentional or not. If it was intentional, the penalties shall be the larger of 40 percent of the corresponding corporate income tax or 0.14 percent of the total under-reported tax base. In other cases, the penalties to be imposed shall be 10 percent of the taxes on the under-reported tax base."
Can penalties be waived for transfer pricing adjustments?,"Yes, penalties for transfer pricing adjustments can be waived if the results of competent authority procedures demonstrate that the taxpayer was not liable for the difference between the correct tax base and the tax base actually reported."
What is the penalty for non-payment or insufficient payment of taxes in Korea?,The penalty for non-payment or insufficient payment of taxes in Korea is determined by applying the interest rate of 10.95 percent per annum prescribed by the CITL.
What documentation is required for penalty relief in Korea?,"To obtain penalty relief, a taxpayer must maintain contemporaneous transfer pricing documentation and submit it within 30 days when requested by the tax authorities. The documentation should include general descriptions of the business, information that may affect the transfer price, and information on foreign affiliates and their relationship with the taxpayer."
What are the two types of APAs available in Korea and how are they approved?,"The two types of APAs available in Korea are unilateral and bilateral. Bilateral APAs are approved through mutual agreement between competent authorities, while unilateral APAs are approved by the head of the NTS."
What are the cases in which Mutual Agreement Procedures (MAP) can be invoked in Korea?,MAP can be invoked in the following cases:
"What is the main theme of the story ""The Most Dangerous Game""?","The main theme of ""The Most Dangerous Game"" is the exploration of human nature and the inherent savagery that lies within even the most civilized individuals."
What is the tax status of a foreign corporation with a place of effective management in Korea?,A foreign corporation with a place of effective management in Korea is treated as a resident corporation and subject to corporate income tax.
What is the tax status of a foreign corporation with a fixed place of business in Korea?,A foreign corporation with a fixed place of business in Korea is deemed to have a tax presence (PE) in Korea and subject to tax on its Korean-source income.
What is the tax status of a foreign corporation represented by a dependent agent in Korea?,A foreign corporation represented by a dependent agent in Korea who has the authority to conclude contracts on its behalf and who has repeatedly exercised that authority is deemed to have a tax presence (PE) in Korea and subject to tax on its Korean-source income.
What is the tax status of a foreign corporation with an employee providing services in Korea for more than six months within 12 consecutive months?,A foreign corporation with an employee providing services in Korea for more than six months within 12 consecutive months is deemed to have a tax presence (PE) in Korea and subject to tax on its Korean-source income.
What is the tax status of a foreign corporation with an employee continuously or repeatedly rendering similar services in Korea for two or more years?,A foreign corporation with an employee continuously or repeatedly rendering similar services in Korea for two or more years is deemed to have a tax presence (PE) in Korea and subject to tax on its Korean-source income.
Are there exceptions to a PE in Korea for a non-resident corporation?,"Yes, exceptions to a PE in Korea for a non-resident corporation include fixed places of business used only for purchasing or storage of property at which no sales activities, advertising, publicity, collecting, or furnishing of information, or other activities that are preparatory or auxiliary to the conduct of business, occur."
What is the general criterion for determining if an agent of a foreign corporation is considered a permanent establishment (PE) in Korea?,An agent of a foreign corporation who habitually exercises authority to conclude contracts or maintains a stock of goods or merchandise in Korea belonging to a foreign corporation from which the agent regularly fills orders on behalf of the foreign corporation will be deemed to be a PE of the foreign corporation in Korea.
How is a branch office of a foreign corporation taxed in Korea?,A branch office of a foreign corporation is taxed in the same manner as resident companies in Korea.
Is there a requirement for reporting the remittance of retained earnings from a Korean branch to its head office?,"Yes, the remittance of retained earnings from a Korean branch to its head office is subject to reporting to a designated foreign exchange bank in Korea under the Foreign Exchange Transaction Law."
"What is the branch profits tax, and how is it calculated?","The branch profits tax is imposed on the adjusted taxable income of the Korean branch. The tax is levied in addition to the regular corporate income tax, which is imposed at the rate of 20% (or at a reduced rate as provided in a treaty) of the adjusted taxable income of the Korean branch."
How are foreign corporations with income derived from sources in Korea taxed?,"Foreign corporations with income derived from sources in Korea are subject to corporate income tax on such income. If the foreign corporation has no 'domestic place of business' in Korea, it will be subject to tax on its Korean-source income on a withholding basis in accordance with the tax laws and the relevant tax treaty, if applicable."
Is any Korean-source income attributable to a domestic fixed place of business of a foreign corporation subject to Korean corporate income tax?,"Yes, any Korean-source income attributable to a domestic fixed place of business of a foreign corporation will be subject to Korean corporate income tax."
What is the requirement for residents of countries with a tax treaty with Korea to apply for reduced withholding tax rates?,"Residents of countries with a tax treaty with Korea must submit an application form to the withholding agents and the foreign corporation to which Korean sourced income is attributed must submit a report, including a statement of beneficial owner(s), to the domestic entity paying the income. If these documents are not submitted or the withholding agents cannot identify the beneficial owner, the tax will be withheld at a non-treaty rate."
What is the standard rate of acquisition tax on real estate in Seoul?,The standard rate of acquisition tax on real estate in Seoul is 2.2 percent (including surtax).
How are capital gains from mergers taxed in South Korea?,"Capital gains resulting from the transfer of a business or from the merger of two or more corporations are included in the taxable income of the transferor or the merged corporation. If the proceeds received by the merged and dissolved corporation's shareholders exceed the acquisition costs of such shares, the difference will generally be deemed as a dividend subject to income tax."
What is the tax treatment for split-off transactions in South Korea?,"In a split-off, where a corporation's business division is separated to a new entity as a subsidiary of that corporation's parent or shareholders, the excess portion of compensation paid to shareholders over their acquisition cost will generally be deemed as a dividend subject to income tax."
How is a spin-off treated for tax purposes in South Korea?,"In a spin-off, where a corporation's business division is separated to a new entity as a subsidiary of that corporation, if the consideration for the transferred assets and liabilities to the new corporation exceeds the book value of the parent corporation, such gains would normally be treated as taxable income for the parent company. However, if the requirements for a qualified spin-off are met, taxation may be deferred until the relevant shares are transferred."
How is liquidation income taxed for domestic corporations in South Korea?,Liquidation income of domestic corporations in South Korea is subject to corporate income tax at regular tax rates. A final tax return must be filed within three months from the final settlement.
Is liquidation income taxation applicable to changes in organizational structure in South Korea?,Liquidation income taxation is not applicable to changes in organizational structure.
How is liquidation income taxed for Korea branches of foreign corporations in South Korea?,Liquidation income of Korea branches of foreign corporations is not subject to tax.
What entities are entitled to elect partnership taxation in Korea?,"Entities entitled to elect partnership taxation in Korea include an association (Johap under the Civil Law), an anonymous association (Hapja Johap or Ikmyong Johap under the Commercial Code), an unlimited corporation (Hapmyong Hoesa or Hapja Hoesa under the Commercial Code), and other similar groups mostly rendering personal services under some special law. These groups include associations, unlimited corporations such as legal, patent, and labor firms, joint corporations of judicial agents, and YH corporations (Yuhan Hoesa) like legal, accounting, and customs firms."
What is the treatment for a partnership entitled to this treatment regarding corporate income tax on its income?,"A partnership entitled to this treatment is not subject to corporate income tax on its income. Instead, each partner is subject to corporate income tax or individual income tax with respect to the relevant share of the transaction's profit/loss as gain/loss when calculating the taxable year's income."
What are the reporting obligations for a partnership tax return in Korea?,"A partnership in Korea is required to report the taxable year's income and distribution return to the relevant tax office by the 15th day of the third month after the closing day of each taxable year. The balance sheet, income statement, and outside basis adjustment statement must all be attached."
What happens if a partnership fails to file the return in Korea?,"In cases where a partnership fails to file the return, a penalty of 4% for non-reporting and 2% for under-reporting will be imposed on the income, respectively."
How are joint ventures usually taxed in Korea?,Joint ventures in Korea are usually in the corporate form (Chusik Hoesa or Yuhan Hoesa) and are taxed accordingly.
Are there any tax exemptions available for joint ventures between Korean and foreign investors in Korea?,"Yes, a joint venture between Korean and foreign investors is eligible for certain tax exemptions available under the Special Tax Treatment Control Law."
What is the classification of taxpayers in Korea for income tax purposes?,Taxpayers in Korea are classified into Resident and Non-resident for income tax purposes.
Who is considered a Resident for income tax purposes in Korea?,"An individual is considered a Resident for income tax purposes in Korea if they have a domicile or residence within Korea for a year or more, have an occupation that would generally require them to reside in Korea for a year or more, or if their families accompany them to Korea and they retain substantial assets in Korea."
What is the tax treatment for foreign residents in Korea?,"Effective as of the 2009 tax year, foreign residents who have stayed in Korea for longer than five (5) years during the last ten (10) year period are taxed on their world-wide income. Foreign residents who have stayed in Korea for five (5) years or less during the last ten (10) year period are taxed on Korea-source income and foreign source income only if the foreign source income is paid by a Korean entity or transferred to Korea."
Who is considered a Non-resident for income tax purposes in Korea?,An individual who is not deemed to be a Resident is considered a Non-resident for income tax purposes in Korea.
What is the tax treatment for Non-residents in Korea?,A Non-resident is subject to income tax only on income derived from sources within Korea.
What is the difference between Class A and Class B employment income in Korea?,"Class A employment income is earned from a domestic (Korean) corporation or a Korean office of a foreign corporation for services rendered in Korea, while Class B employment income is earned from a foreign corporation outside Korea."
Are housing and related costs paid by an employer directly to a landlord on behalf of an employee taxable?,"No, these are non-taxable."
Are utility costs paid by an employer taxable to the employee?,"Yes, these are taxable."
"Are reimbursement of business expenses, including social membership costs and entertainment expenses incurred by an employee for business purposes, taxable?","No, these are non-taxable."
"Are the costs of an automobile and driver and related maintenance and insurance expenses offered by an employer, provided the automobile is contracted in the name of the employer, taxable?","No, these are non-taxable."
"Are reimbursement of operating costs for a personal automobile used for business purposes, up to ₩200,000 per month, taxable?","No, these are non-taxable."
Are relocation and moving expense reimbursements taxable?,"No, these are non-taxable."
Are reasonable amounts of employer-reimbursed home-leave travel expenses for expatriate employees taxable?,"No, these are non-taxable."
"Is pay of up to ₩1,000,000 per month receivable from furnishing service overseas taxable?","No, these are non-taxable."
"Are meal costs of ₩100,000 or less per month in case meals are not provided by an employer taxable?","No, these are non-taxable."
Is there a taxable event at grant or on the vesting date of stock?,"No, there is no taxable event at grant or on the vesting date of stock."
"Is the spread between the market price of the stock and the amount paid by the employee for the stock pursuant to the plan, if any, subject to income tax at the time of exercise as employment income?","Yes, this is subject to income tax at the time of exercise as employment income."
How is stock options exercised by former employees treated for tax purposes?,Stock options exercised by former employees would be treated as other income.
What is the taxable amount of business income in Korea?,The taxable amount of business income in Korea is the gross revenues for the respective year after the necessary expenses have been deducted.
What is the tax withholding rate for most dividend income earned from Korean sources?,15.4%
What is other income and what types of income are included in this category?,"Other income includes specifically designated categories of income other than interest income, dividend income, business income, employment income, pension income, and retirement income, as well as capital gains. Other income includes prize winnings, money or goods from lotteries or sports betting games, fees for using copyrighted materials, royalties for using films or tapes for broadcasting, rent derived from temporary leases of real estate or personal property, damages or indemnity payments for breach or cancellation of a contract, and gains from the alienation of certain rights such as mining rights, fishing rights, and industrial property rights."
Are non-residents subject to taxation on income derived from sources within Korea?,"Yes, non-residents are subject to taxation on income derived from sources within Korea."
What is the consideration amount for a qualified foreign Non-resident Income Taxation technician/engineer providing services in Korea under an engineering technology inducement agreement?,"The consideration amount is US$300,000 or more."
Is global taxation applied to non-residents who have a place of business in Korea or earn income from real estate located in Korea?,"Yes, global taxation is applied to non-residents who have a place of business in Korea or earn income from real estate located in Korea (excluding capital gains from the transfer of land or buildings)."
What is the tax treatment for non-residents having no place of business or no income from real estate in Korea?,"For non-residents having no place of business or no income from real estate in Korea, tax withholding is made on each type of Korean sourced income."
What types of income are subject to global taxation for non-residents?,"All locally sourced income is subject to global taxation for non-residents, except for severance pay and capital gains, all of which are taxed in the same manner as they would be if earned by a resident."
What is considered income from domestic sources?,"Income from domestic sources include wages and salaries received by a foreign researcher working in a qualified research centre, interest and discount on bonds or securities issued by the central or local government, and distributions of profits or surplus and advance payment of dividends under the Korean Commercial Code without surplus or cumulative earnings received from a domestic corporation or other business entity."
What types of income are subject to income tax in Korea?,"Income subject to income tax in Korea includes income arising from the transfer of a lease or any other interest in real estate located in Korea, income from the lease of vessels, aircraft, etc., income arising from performance of services in various industries, payments in consideration for providing personal services in specific professions, capital gains derived from the transfer of real estate in Korea, wage and salaries including pension and severance pay, royalties for the use of assets or technical information, and capital gains from the transfer of assets other than real estate."
What are the standard personal exemptions available to all resident taxpayers in Korea?,The standard personal exemptions available to all resident taxpayers in Korea include:
What is the pension premium deduction?,"The pension premium deduction refers to the State Pension contribution paid by a taxpayer him/herself based on National Pension Law, Veteran Pension Law, Civil Service Pension Law, etc. This contribution is fully deductible."
What are special deductions in terms of taxes?,"Special deductions are certain tax benefits that taxpayers can claim with specific limits set by the tax law. These deductions apply to various expenses such as charitable contributions, education expenses, life insurance premiums, medical expenses, mortgage loan and interest expenses, and more."
How can taxpayers claim special deductions?,Taxpayers must submit necessary supporting documents to receive special deductions.
What happens if a taxpayer does not submit supporting documents or has a special deduction amount under KRW 1 million?,A taxpayer who has not submitted supporting documents or has a special deduction amount under KRW 1 million may receive a standard deduction of KRW 1 million in lieu of the prescribed special deductions.
Are rental losses deductible against employment income?,"No, rental losses are deductible only against rental income."
Can unused rental losses be carried forward?,"Yes, unused rental losses can be carried forward for ten (10) years."
Can capital losses be deducted against employment income?,"No, capital losses are deductible only against capital gains."
How many years can unused business losses be carried forward?,"Unused business losses, excluding rental losses, can be carried forward for ten (10) years."
What is the top marginal tax rate including the resident surcharge?,"The top marginal tax rate, including the resident surcharge, is 41.8% on taxable income in excess of KRW 300 million."
"What is the tax rate for annual taxable income between 46,000 and 88,000 Korean Won?","The tax rate is 15% on the excess over 12,000 Korean Won."
Are expatriates who receive only Class A salary income and/or retirement income required to file a tax return prior to leaving Korea?,"No, they are not required to file a tax return prior to leaving Korea but must submit the necessary documents for the year-end settlement. Personal income tax will be assessed to their employer."
What is the purpose of the provided information?,"The provided information is a reference to an appendix discussing withholding tax rates on dividends, interest, and royalties as of April 30, 2012."
What is the subject of the appendix?,"The subject of the appendix is withholding tax rates on dividends, interest, and royalties."
When was the information in the appendix current?,"The information in the appendix was current as of April 30, 2012."
What types of income are covered by the withholding tax rates in the appendix?,"The withholding tax rates in the appendix cover dividends, interest, and royalties."
Is the appendix discussing withholding tax rates for other types of income?,"Based on the provided information, it is not specified whether the appendix discusses withholding tax rates for other types of income."
How can I find the specific withholding tax rates mentioned in the appendix?,The specific withholding tax rates mentioned in the appendix can be found in the actual appendix document.
What is the dividend withholding tax rate for resident corporations in this country?,0%
What is the dividend withholding tax rate for resident individuals in this country?,14%
What is the dividend withholding tax rate for non-treaty non-resident corporations and individuals in this country?,20%
What is the dividend withholding tax rate for non-treaty non-resident corporations and individuals in this country if they are subject to a lower rate due to a treaty?,14/20 (36%)
What is the dividend withholding tax rate for Albanian non-resident corporations and individuals in this country?,5/10 (8%)
What is the dividend withholding tax rate for Algerian non-resident corporations and individuals in this country?,5/15 (8%)
What is the recipients dividends percentage for Kuwait?,10%
"What are the dividend, interest, and royalty withholding tax rates for the United States?","The dividend and interest withholding tax rates for the United States are 10/15 (30%) and 12%, respectively. The royalty withholding tax rates are 10/15 (29%)."
What is the withholding tax rate for interest income received by a financial institution or resident of Thailand with respect to indebtedness arising from a sale on credit?,10%
What is the context of the provided information?,The context of the provided information is not specified.
"What is the name of the organization that published the book ""The Future of Freedom""?",The Cato Institute
"Who is the author of ""The Future of Freedom""?",F.A. Hayek
"When was ""The Future of Freedom"" first published?",1944
"What is the main theme of ""The Future of Freedom""?",The importance of individual liberty and the dangers of collectivism and centralized power.
"What does F.A. Hayek argue against in ""The Future of Freedom""?","He argues against socialism, collectivism, and centralized power, advocating instead for individual liberty and free markets."
"How does F.A. Hayek view the role of the state in ""The Future of Freedom""?",He believes that the role of the state should be limited to protecting individual rights and maintaining the rule of law.
What does F.A. Hayek discuss in relation to the future of freedom?,"He discusses the dangers of collectivism and centralized power, and the importance of individual liberty and free markets for the future of freedom."
"What is the significance of ""The Future of Freedom"" in the context of F.A. Hayek's work?","It is one of his most influential works, helping to establish his reputation as a leading advocate for individual liberty and free markets."
What is the domain name of the website?,www.samil.com
What is the S/N of the document?,1206W-BR-021
Who owns the copyright for the content on the website?,Samil PricewaterhouseCoopers
What year was the content copyrighted?,2012
"What does ""Samil PricewaterhouseCoopers"" refer to?","Samil PricewaterhouseCoopers or, as the context requires, the PricewaterhouseCoopers global network or other member firms of the network."
Are the member firms of the PricewaterhouseCoopers network separate and independent legal entities?,"Yes, each of the member firms is a separate and independent legal entity."
What is Haewoe Jikjeopgumae (해외직접구매) and what are the key drivers behind this phenomenon in Korea?,"Haewoe Jikjeopgumae, or overseas direct purchase, is a phenomenon in Korea driven by an enthusiasm towards rare imported goods and price sensitivity. Consumers who enjoy jikgu purchases often seek unique and niche products that are unavailable in Korea, and they are known for their extensive price comparisons to choose the best option to import the goods themselves."
"What is the meaning of ""Haewoe Jikjeopgumae"" in Korean?",Haewoe Jikjeopgumae means overseas direct purchase.
"What is ""Doing Business in Korea"" about?","""Doing Business in Korea"" is a book edited by Fabian Jintae Froese that likely provides information and guidance on how to conduct business in South Korea."
"What is the focus of the book ""Doing Business in Korea""?","The book ""Doing Business in Korea"" focuses on providing a comprehensive overview of doing business in Korea and offering recommendations for foreign companies and individuals to succeed in this market."
What are some of the topics covered in the book?,"The book covers a wide range of relevant topics, including the Korean business environment, market entry into Korea, management issues, and entrepreneurship in Korea."
Who is the author of the book?,The book is written by Fabian Jintae Froese.
What is Fabian Jintae Froese's professional background?,"Fabian Jintae Froese is Chair Professor of Human Resource Management and Asian Business at the University of Gottingen, Germany, and Editor-in-Chief of Asian Business & Management. He previously worked as Professor of International Business at Korea University."
What are some of Fabian Jintae Froese's academic qualifications?,"Fabian Jintae Froese obtained a doctorate in International Management from the University of St. Gallen, Switzerland, and another doctorate in Sociology from Waseda University, Japan."
What are Fabian Jintae Froese's research interests?,Fabian Jintae Froese's research interests lie in international human resource management and cross-cultural management.
In what journals has Fabian Jintae Froese's work been published?,"Fabian Jintae Froese's work has been published in journals such as the British Journal of Management, Human Resource Management, the Journal of Organizational Behavior, and the Journal of World Business."
"Who is the author of ""Doing Business in Korea""?",Fabian J. Froese
"What is the book ""Doing Business in Korea"" about?",The book describes dynamic Korean business and management today.
Who is Mannsoo Shin and what is his opinion on the book?,"Mannsoo Shin is a Professor of International Business at Korea University Business School in Korea. He finds the book interesting, updated, and insightful."
"What does Professor Chris Rowley, Editor of Asia Pacific Business Review, think about the book?","Professor Chris Rowley finds the book a very welcome addition to the sparse literature in the area and appreciates its three-part structure, comprehensive coverage of key issues, and interesting cases."
What is Christoph Heider's opinion on the book?,"Christoph Heider, President of the European Chamber of Commerce in Korea, considers the book a deep source of information and a must-read for newly arrived executives in Korea."
"What does Yongsun Paik, Director of the Center for Asian Business at Loyola Marymount University, think about the book?","Yongsun Paik believes the book offers a very useful guidance for foreign companies and individuals to understand the contexts, strategies, and practices necessary for success in conducting business in Korea."
"Who is the editor of ""Doing Business in Korea""?",Fabian Jintae Froese
What is the name of the publication?,"""Doing Business in Korea"""
What is the name of the publisher?,Routledge
Which company owns Routledge?,Taylor & Francis Group
In which cities is the publisher based?,London and New York
Who is the author of the editorial material in the book?,Fabian Jintae Froese
When was the book first published?,2020
Who is the publisher of the book?,Routledge
"What is the address of Routledge's office in Abingdon, Oxon?","2 Park Square, Milton Park, Abingdon, Oxon OX14 4RN"
"What is the address of Routledge's office in New York, NY?","52 Vanderbilt Avenue, New York, NY 10017"
Who is the parent company of Routledge?,Taylor & Francis Group
What is the ISBN number for the hardback version of the book?,978-1-138-54943-2
What is the ISBN number for the paperback version of the book?,978-1-138-54944-9
What is the ISBN number for the electronic version of the book?,978-1-351-00047-5
What typeface was used for the book?,Bembo
Who typeset the book?,"Apex CoVantage, LLC"
"Who is the author of the introduction chapter titled ""Korea - land of great opportunities""?",Fabian Jintae Froese
What is the title of the book?,Not provided in the given information.
What are the parts of the book?,"The book has three parts: Market access, Marketing and managing in Korea, and Expatriates in Korea."
What are the chapters in Part II?,"The chapters in Part II are: Market entry: inbound FDI into Korea, Exporting to Korea, Cross-border M&As in South Korea, and Learning from Korea."
