Question,Answer
What is the deadline for a mid- to long-term foreign resident to notify the regional immigration bureau of changes in their spouse's status?,The deadline for a mid- to long-term foreign resident to notify the regional immigration bureau of changes in their spouse's status is within 14 days.
"How can a mid- to long-term foreign resident submit notifications online using the ""Immigration Bureau's Electronic Notification System""?","A mid- to long-term foreign resident can submit notifications online using the ""Immigration Bureau's Electronic Notification System"" by accessing the system at the provided URLs:"
Are there any exceptions to the requirement for mid- to long-term foreign residents to file notifications?,The provided information does not specify any exceptions to the requirement for mid- to long-term foreign residents to file notifications.
What is re-entry permission and why is it important for foreign nationals residing in Japan?,Re-entry permission is a system that allows foreign nationals residing in Japan to leave the country temporarily and re-enter with the same status of residence as before. It is important because departing Japan without receiving this re-entry permission will result in forfeiture of the status of residence and the period of stay previously granted.
What are the two types of re-entry permits available in Japan?,"There are two types of re-entry permits: single re-entry permit, which allows only one re-entry into Japan during the period of validity, and multiple re-entry permit, with which one can leave and re-enter Japan any number of times during the period of validity."
Who is eligible for re-entry permission in Japan?,"Foreign nationals residing in Japan who wish to leave Japan temporarily within their permitted period of stay and, after traveling to their home country or a third country, to enter and reside in Japan again with the same status of residence as before need to apply for and receive re-entry permission."
Can temporary visitors to Japan apply for re-entry permission?,Persons staying in Japan on a temporary visitor status of residence are not normally eligible for re-entry permission.
How can a foreign national apply for re-entry permission in Japan?,"The foreign national must personally appear at the Regional Immigration Bureau (or branch office thereof) having jurisdiction for the location in which he/she resides to apply for re-entry permission. However, if the foreign national is under the age of 16 or is unable to appear personally due to illness or some other reason, a parent or spouse may apply on his/her behalf. The applicant also need not appear personally at the Immigration Bureau if applying through an application agent who has been authorized by the Immigration Bureau or has registered with the Immigration Bureau as an application agent."
What documents are required to apply for re-entry permission in Japan?,"Necessary documentation includes an application for re-entry permission, passport (re-entry permit will be delivered into the passport), resident card (or alien registration certificate deemed equivalent to a resident card), and payment of fees through the purchase of revenue stamps."
What are the fees for re-entry permits in Japan?,"The fees for re-entry permits in Japan are 3,000 yen for a single re-entry permit and 6,000 yen for a multiple re-entry permit."
What is the special re-entry permit system introduced in 2012 in Japan?,"The special re-entry permit system allows foreign nationals in possession of a valid passport and resident card who declare their intention when they leave to re-enter Japan within 1 year of their departure to continue their activities in Japan. They are no longer, in principle, required to obtain a re-entry permit."
Who is eligible for the special re-entry permit system in Japan?,"The special re-entry permit system applies to foreign nationals in possession of a valid passport and resident card who declare their intention to re-enter Japan within 1 year of their departure. It also applies to foreign nationals in possession of a passport stating ""A resident card is to be issued later""."
What status of residence is granted to spouses and children of working foreign nationals in Japan?,"""Dependent"" status of residence"
"Are ""Dependents"" allowed to work for compensation in Japan?","In principle, no."
"Can ""Dependents"" engage in part-time work in Japan?","Yes, with permission."
"When can applications for ""Dependents"" be submitted?","At the same time as the working foreign national's application, or after the working foreign national has received status of residence."
"What is the purpose of the ""Extension of Period of Stay"" process?",To allow foreign nationals to continue their activities in Japan beyond the initial period of stay.
When can applications for extension of period of stay be submitted?,"From around three months before the expiration date, if the period of stay is at least six months."
What happens if a decision on an extension application is not made by the expiration date?,The foreign national can remain in Japan under the same status of residence until a decision is made or two months have elapsed from the original expiration date.
"What is the ""Change of Status of Residence"" process for foreign nationals in Japan?",A process for foreign nationals to cease current activities and engage in new activities corresponding to a different status of residence.
Is a change of status of residence automatically approved?,"No, it depends on whether the new activities meet the requirements and criteria of the desired status of residence."
What happens if a decision on a change of status of residence application is not made by the expiration date?,The applicant can remain in Japan under the same status of residence until a decision is made or two months have elapsed from the original expiration date.
What is the points-based system for highly skilled foreign professionals in Japan?,The points-based system for highly skilled foreign professionals is a preferential immigration treatment system that provides certain benefits to foreign professionals who receive at least 70 points based on their skills and qualifications.
What are the categories of activities for highly skilled foreign professionals?,"The categories of activities for highly skilled foreign professionals are Advanced academic research activities, Advanced specialized/technical activities, and Advanced business management activities."
What is the status of residence provided to highly skilled foreign professionals who newly enter Japan?,"The status of residence ""Class 1 Highly Skilled Professional"" is provided to highly skilled foreign professionals who newly enter Japan."
Can the minimum annual income criteria be abolished for certain categories of highly skilled foreign professionals?,"Yes, the minimum annual income criterion for Advanced academic research activities (Class 1(a) Highly Skilled Professional) has been abolished."
What is the common minimum annual income criterion for all age groups?,The common minimum annual income criterion for all age groups is now reduced to 3 million yen.
Can income received from an overseas office be included in the annual income of a transferred foreign national?,"Yes, if a foreign national is transferred from an overseas office, the income received from the office can be included in his/her annual income when calculating annual income points."
Are there additional points given for certain higher degrees?,"Yes, additional points are given to certain higher degrees (such as Master of Business Administration) on top of the points for an academic degree."
How many points are given to a degree obtained at a higher educational institution in Japan?,The points given to a degree obtained at a higher educational institution in Japan have risen from 5 to 10.
How many points are given to Japanese language proficiency?,The points given to Japanese language proficiency have risen from 10 to 15.
Where can I find more information about the points-based system for highly skilled foreign professionals?,"For more information, please visit the Immigration Bureau of Japan website: <http://www.immi-moj.go.jp/newimmiact3/en/index.html>."
"What are the preferential treatments for ""Class 1 Highly Skilled Professionals"" in Japan?","The preferential treatments for ""Class 1 Highly Skilled Professionals"" in Japan include permission to engage in multiple types of activity during stay in Japan, granting of a 5-year period of stay, relaxation of residence requirements for granting of permission for permanent residence (eligibility for permanent residence in around 5 years), preferential processing of immigration and residency procedures, permission for the spouse of a highly skilled foreign professional to work, permission for accompaniment by a parent of a highly skilled professional under certain conditions, and permission for accompaniment by a domestic worker employed by a highly skilled person under certain conditions."
"What are the preferential treatments for ""Class 2 Highly Skilled Professionals"" in Japan?","The preferential treatments for ""Class 2 Highly Skilled Professionals"" in Japan include permission for almost all types of working status activities in addition to the activities as ""Class 1 Highly Skilled Professional,"" granting of an open-ended period of stay, and the same preferential treatments as ""Class 1 Highly Skilled Professionals"" in terms of relaxation of residence requirements for granting of permission for permanent residence, preferential processing of immigration and residency procedures, permission for the spouse of a highly skilled foreign professional to work, permission for accompaniment by a parent of a highly skilled professional under certain conditions, and permission for accompaniment by a domestic worker employed by a highly skilled person under certain conditions."
"What is the ""Program to increase foreign entrepreneurs"" in Japan?","The ""Program to increase foreign entrepreneurs"" is a special provision of the Immigration Control Act for national strategic special zones, which allows foreign nationals intending to start a business in certain autonomous bodies to be given the status of residence for a ""Business manager"" for 6 months without meeting the usual requirements, provided they submit a business plan and it is approved by the autonomous bodies. This allows foreign entrepreneurs to make preparations for the establishment of their business while staying in Japan."
"Which cities in Japan have started accepting applications for the ""Program to increase foreign entrepreneurs""?","The Tokyo Metropolitan Government, Fukuoka city, and Niigata city have started accepting applications for the ""Program to increase foreign entrepreneurs."""
"What is the usual investment or employment requirement for acquiring a status of residence for a ""Business manager"" in Japan?","The usual requirement for acquiring a status of residence for a ""Business manager"" in Japan is to invest at least 5 million yen or employ at least 2 full-time staff members, as well as open a business place for the business."
"How can foreign entrepreneurs apply for the ""Program to increase foreign entrepreneurs""?","Foreign entrepreneurs can apply for the ""Program to increase foreign entrepreneurs"" by submitting their business plan to the designated autonomous bodies, such as the Tokyo Metropolitan Government, Fukuoka city, or Niigata city, and having their plan approved."
"How long do foreign entrepreneurs have to satisfy the usual requirements for a ""Business manager"" status under the ""Program to increase foreign entrepreneurs""?","Foreign entrepreneurs have 6 months to satisfy the usual requirements for a ""Business manager"" status under the ""Program to increase foreign entrepreneurs."""
"Where can one find more information about the ""Program to increase foreign entrepreneurs"" in Tokyo?","More information about the ""Program to increase foreign entrepreneurs"" in Tokyo can be found on the Tokyo Metropolitan Government's website at <http://www.seisa.metro.tokyo.lg.jp/p/invest-tokyo/english/invest-tokyo/fhr.html>."
"Where can one find more information about the ""Program to increase foreign entrepreneurs"" in Fukuoka?","More information about the ""Program to increase foreign entrepreneurs"" in Fukuoka can be found on the Fukuoka city website at <http://www.city.fukuoka.lg.jp/plaital-aac/business/startup_english.html>."
What is the role of administrative scriveners in Japan's immigration procedures?,"Administrative scriveners in Japan can provide advice on immigration procedures and act as agents for the submission of applications to the Immigration Bureau for certificates of eligibility, extensions of period of stay, changes of status of residence, and re-entry permissions, etc. They can also offer guidance on documents needed for applications, provide advice on preparing documents, and act as an agent in preparing the documents."
What is the benefit of using the services of administrative scriveners for immigration procedures in Japan?,Using the services of administrative scriveners exempts foreign applicants and companies employing foreigners from the need to appear personally at the Immigration Bureau and enables entry procedures to be proceeded accurately and promptly.
Are all administrative scriveners registered to serve as application agents for immigration procedures in Japan?,"No, not all administrative scriveners are registered to serve as application agents for immigration procedures in Japan."
What is the process for a foreign national to change their temporary visitor status of residence to another status of residence while in Japan?,"If a foreign national who has applied for a Certificate of Eligibility is already in Japan on a temporary visitor status of residence when the Certificate of Eligibility is issued, they may be able to change their temporary visitor status of residence to the status of residence approved in the Certificate of Eligibility while still in Japan, without the need to apply for and receive a visa at a Japanese diplomatic mission outside Japan."
What is the process for a foreign national to acquire a working visa for Japan?,"The process for a foreign national to acquire a working visa for Japan involves applying for a working visa at a Japanese diplomatic mission abroad, presenting the Certificate of Eligibility issued by the Immigration Bureau in Japan."
What is the purpose of the resident card issued to mid-to long-term residents in Japan?,The resident card is issued to mid-to long-term residents in Japan to confirm their status of residence and to facilitate their residency in Japan.
How is the resident card issued to mid-to long-term residents in Japan?,"At Narita, Haneda, Chubu, Kansai, Shinchitose, Hiroshima, and Fukuoka Airports, mid-to long-term residents will be issued a resident card upon landing. At other ports of entry/departure, a seal of landing verification will be stamped in the passport, and a resident card will be issued after the mid-to long-term resident follows the residency procedure at the municipal office of the city/town/village."
What is the time limit for acquiring landing permission in Japan after the issuance of a Certificate of Eligibility?,The time limit for acquiring landing permission in Japan after the issuance of a Certificate of Eligibility is within three months from the issuance date of the Certificate of Eligibility.
What is the purpose of the flowchart of procedures for establishment of operations in Japan and acquisition of visa/status of residence?,"The flowchart of procedures for establishment of operations in Japan and acquisition of visa/status of residence depicts the sequence of procedures that are typically completed in order to establish and register the establishment of a new operation in Japan represented by a foreign national, along with the procedures for acquisition of a visa and status of residence."
What is the main principle of the Japanese corporate tax system for income generated by corporations in Japan?,The main principle is that corporations engaged in economic activities in Japan are subject to taxes in Japan on the profits generated by those economic activities.
Is the tax system neutral with respect to the mode of business presence (branch or subsidiary) in Japan?,"Yes, steps have been taken to ensure that the tax system does not impose unfair burdens on multinational corporations engaged in economic activities in Japan on the basis of the mode of their business presence in Japan."
"What happens to income earned by corporations established in Japan, regardless of its source?","As a rule, income of corporations established in Japan is subject to taxation, regardless of where it was generated."
Are there any exceptions to the taxation of income earned by corporations established in Japan?,"Yes, certain non-taxable and tax-exempt income is exempt from taxation."
How is double taxation avoided between the source country of income and Japan?,Foreign tax credits are available whereby taxes paid in a foreign country may be credited within certain bounds against Japanese taxes owed to eliminate double taxation.
"How has the taxable income of Japanese branches of foreign corporations changed since the business year commencing on or after April 1, 2016?","Under the new regulation, Japanese branches, head office, etc. shall be respectively deemed to be an independent corporation and subject to taxation. The income of a Japanese branch subject to taxation will be the income attributable to the Japanese branch (permanent establishment)."
How are profits/losses from internal transactions between a Japanese branch and its head office recognized?,"Profits/losses from the internal transactions between the branch and head office, etc. are to be recognized based on the presumption that transactions are conducted with the arm's length prices."
What new foreign tax credits have become available to foreign corporations due to the change in the scope of taxable income of Japanese branches?,Foreign tax credits are available whereby taxes paid in a third country may be credited within certain bounds against Japanese taxes owed to avoid international double taxation.
How do multinational corporations engaged in activities in Japan calculate and pay their taxes owed?,They calculate and pay the taxes owed through withholding procedures or self-assessed income tax procedures according to their form of corporation and type of income.
What are the types of domestic-sourced income that form the basis for determining tax treatment on foreign corporations in Japan?,"The domestic-sourced income that forms the basis for determining tax treatment on foreign corporations in Japan includes business income derived from business activities in Japan, consideration for providing certain services rendered in Japan such as engineers, rent of real estate and other properties in Japan, proceeds from the transfer of real estate in Japan, income derived from the management of assets in Japan, interest on deposits and savings deposited to offices in Japan, dividends received from domestic corporations, interest on loans for business operations in Japan, and license fees, royalties, and usage fees for machinery and equipment received from business operations in Japan."
"How did the scope of domestic-sourced income change from the business year commencing on or after April 1, 2016?","As of the business year commencing on or after April 1, 2016, the types of domestic-sourced income and taxable scope have changed. The major domestic-sourced income now includes income attributable to permanent establishment, income derived from the management/holding of assets in Japan, proceeds from the transfer of assets in Japan, consideration for providing certain services rendered in Japan such as engineers, rent of real estates and other properties in Japan, and other domestic-sourced income."
"What is considered domestic-sourced income for the business year commencing on or after April 1, 2016?","For the business year commencing on or after April 1, 2016, domestic-sourced income includes income attributable to permanent establishment, income derived from the management/holding of assets in Japan, proceeds from the transfer of assets in Japan, consideration for providing certain services rendered in Japan such as engineers, rent of real estates and other properties in Japan, and other domestic-sourced income."
What types of income are included in the category of other domestic-sourced income?,"The category of other domestic-sourced income includes any income not specifically listed in the other categories, such as income from investments, capital gains, or other miscellaneous income earned in Japan."
How does the concept of domestic-sourced income differ for foreign corporations in Japan?,"The concept of domestic-sourced income for foreign corporations in Japan varies depending on the mode of their activity in the country. For the business year commencing on or after April 1, 2016, income attributable to permanent establishments and falling under certain categories, such as business income, interest on deposits, dividends, and license fees, is now included in the broader categories of income attributable to permanent establishment, income derived from the management/holding of assets, and other domestic-sourced income."
What is considered income attributable to permanent establishment in Japan?,"Income attributable to permanent establishment in Japan refers to the income earned by a foreign corporation through its permanent establishment, such as a branch or subsidiary, in Japan. This income is subject to taxation in Japan."
What is the tax treatment for income derived from the management/holding of assets in Japan?,"The tax treatment for income derived from the management/holding of assets in Japan depends on the specific circumstances and the nature of the assets. Generally, this income is subject to taxation in Japan if the assets are located in Japan or if the management activities are performed in Japan."
How is the tax treatment for proceeds from the transfer of assets in Japan determined?,"The tax treatment for proceeds from the transfer of assets in Japan depends on the nature of the assets and the specific circumstances of the transfer. Generally, capital gains from the sale of assets located in Japan are subject to taxation in Japan."
What is the tax treatment for consideration for providing certain services rendered in Japan such as engineers?,"The tax treatment for consideration for providing certain services rendered in Japan, such as engineers, depends on the specific circumstances and the nature of the services provided. Generally, this income is subject to taxation in Japan if the services are performed in Japan."
What is the deadline for submitting tax notification when a Japanese corporation or a branch office is newly established in Japan?,The tax notification pertaining to start-up must be submitted to tax authorities within a prescribed period after establishment.
When is tax notification required for a foreign corporation generating income subject to corporate tax in Japan without establishing a branch office?,Tax notification must be submitted when a foreign corporation generates income subject to corporate tax in Japan without establishing a branch office.
What activities require a foreign corporation to submit tax notification without establishing a branch office?,"A foreign corporation is required to submit tax notification when carrying out activities without establishing a branch office through locations or parties meeting certain conditions, such as construction, installation, assembly or other works, or control and supervision of such works extending for more than one year, or engaging in business through certain agents."
What are the conditions for a party to be considered an agent requiring tax notification for a foreign corporation?,"A party is considered an agent requiring tax notification if they have and frequently exercise the authority to conclude business agreements on behalf of that foreign corporation, store assets on behalf of that foreign corporation in a volume/quantity corresponding to the ordinary requirements of customers and deliver those assets in response to customers' requests, or regularly carry out an important portion of the work required for order acquisition, consultation and other activities aimed at the conclusion of business agreements solely or primarily on behalf of a foreign corporation."
Is there a difference in the rules for tax notification depending on the timing of the commencement of the business year for a branch office?,"Yes, different rules apply depending on the timing of the commencement of the business year for a branch office."
"What is the difference in tax notification rules for a branch office with a business year commencing by March 31, 2016 and those commencing on or after April 1, 2016?","The tax notification rules for a branch office with a business year commencing by March 31, 2016 have different conditions and requirements compared to those commencing on or after April 1, 2016."
"What is the requirement for tax notification when a foreign corporation generates income subject to corporate tax in Japan without establishing a branch office after April 1, 2016?","Tax notification must be submitted when a foreign corporation generates income subject to corporate tax in Japan without establishing a branch office after April 1, 2016."
What is the prescribed period for submitting tax notification after the establishment of a Japanese corporation or branch office?,The prescribed period for submitting tax notification after the establishment of a Japanese corporation or branch office is not specified in the provided information.
What are the taxes levied in Japan on income generated by the activities of a corporation?,"The taxes levied in Japan on income generated by the activities of a corporation include corporate tax (national tax), local corporate tax (national tax), corporate inhabitant tax (local tax), enterprise tax (local tax), and special local corporate tax (a national tax, although filings and payments are made to local governments along with those for enterprise tax) (hereinafter collectively referred to as ""corporate taxes"")."
What is the total amount of tax for a taxable income of 10 million yen?,"The total amount of tax is 2,647,200 yen."
What are the brackets of taxable income for corporate tax in Japan?,"The brackets of taxable income for corporate tax in Japan are up to 4 million yen, over 4 million yen to 8 million yen, and over 8 million yen."
What is the corporate tax rate for taxable income up to 4 million yen?,The corporate tax rate for taxable income up to 4 million yen is 15%.
What is the local corporate tax rate for taxable income up to 4 million yen?,The local corporate tax rate for taxable income up to 4 million yen is 0.66%.
What is the corporate inhabitant tax rate for taxable income up to 4 million yen?,The corporate inhabitant tax rate for taxable income up to 4 million yen is 0.48% for the prefectural tax and 1.46% for the municipal tax.
What is the enterprise tax rate for taxable income up to 4 million yen?,The enterprise tax rate for taxable income up to 4 million yen is 3.40%.
What is the special local corporate tax rate for taxable income up to 4 million yen?,The special local corporate tax rate for taxable income up to 4 million yen is 1.47%.
What is the total tax rate for taxable income up to 4 million yen for small and medium-sized enterprises meeting certain conditions?,The total tax rate for taxable income up to 4 million yen for small and medium-sized enterprises meeting certain conditions is 22.46%.
What is the corporate tax rate for taxable income over 8 million yen?,The corporate tax rate for taxable income over 8 million yen is 23.40%.
"What is the standard tax rate for income levy for corporations with a business year commencing between April 1, 2015, and March 31, 2016, in Tokyo?","For corporations with a business year commencing between April 1, 2015, and March 31, 2016, the standard tax rate for income levy in Tokyo is as follows:"
"What are the activities that representative offices, etc., of a foreign corporation can engage in without deriving income subject to corporation tax in Japan?","Representative offices, etc., of a foreign corporation can engage in publicity/advertising, information provision, market surveys, basic study, and other activities auxiliary to the performance of its business without deriving income subject to corporation tax in Japan."
How is the amount of income used as the tax base for corporate taxes on income determined in Japan?,The amount of income used as the tax base for corporate taxes on income is determined by making the necessary tax adjustments to corporate profits calculated using accounting standards generally accepted as fair and appropriate.
Are there any restrictions on the locations in which costs and expenses deductible from Japan-sourced taxable income can be incurred by foreign corporations?,Foreign corporations face no restrictions on the locations in which costs and expenses deductible from Japan-sourced taxable income may be incurred.
What are some examples of items for which there are limits on deductible costs and expenses for corporations in Japan?,"Some examples of items for which there are limits on deductible costs and expenses for corporations in Japan include corporate taxes and penalties, nondeductible amount for donations, nondeductible entertainment expenses, amount of allowance reserves transferred, amount exceeding depreciable limit of depreciable and deferred assets, write-down of assets, and compensation or retirement benefits for directors."
What is the taxation of retained earnings for family corporations in Japan?,"A Japanese corporation that is a family corporation and meets certain conditions is subject to taxation of retained earnings as well as corporate tax on ordinary income. Taxation of retained earnings is calculated by multiplying the taxable amount of retained earnings by the special tax rate, which varies according to the taxable earnings."
What is the special tax rate for taxation of retained earnings for family corporations in Japan?,"The special tax rate for taxation of retained earnings for family corporations in Japan is 10% if the annual taxable earnings does not exceed 30 million yen, 15% if the taxable earnings exceeds 30 million yen but does not exceed 100 million yen, and 20% if the taxable earnings exceeds 100 million yen."
"Are there any specific activities that representative offices, etc., of a foreign corporation are not supposed to engage in to avoid deriving income subject to corporation tax in Japan?","Representative offices, etc., of a foreign corporation are not supposed to derive any income subject to corporation tax from publicity/advertising, information provision, market surveys, basic study, and other activities auxiliary to the performance of its business."
What is the process for calculating the taxable amount of retained earnings for the taxation of retained earnings for family corporations in Japan?,The taxable amount of retained earnings for the taxation of retained earnings for family corporations in Japan is obtained by subtracting the retained earnings deductible from the amount of retained earnings in each business year.
What is the maximum period for carrying forward net losses in Japan?,"The maximum period for carrying forward net losses in Japan is nine years for losses arising before April 1, 2018, and ten years for losses arising from April 1, 2018, onwards."
What conditions must be met to carry forward losses in Japan?,"To carry forward losses in Japan, a blue form tax return must be filed for the business year in which the loss arose, and a final tax return must be filed every subsequent year."
Are there any restrictions on the deductible amount of losses for certain corporations in Japan?,"Yes, if a corporation has paid-in capital in excess of 100 million yen or is a wholly owned subsidiary of a large corporation with paid-in capital of at least 500 million yen (including foreign corporations), the amount of loss that can be deducted from income cannot exceed 80% of income."
Can losses be carried back to the previous year in Japan?,"Certain corporations, such as prescribed small and medium-sized enterprises that file a blue form return, are allowed to carry back a loss to the business year commencing not more than one year prior to the date of commencement of the business year in which the loss arose, and are allowed to receive a full or partial refund of the amount of corporate tax in the business year in which the loss was carried back."
What is the deductible percentage of losses for corporations with paid-in capital in excess of 100 million yen?,"The deductible percentage of losses for corporations with paid-in capital in excess of 100 million yen will be lowered in a phased manner, and as of April 1, 2018, it is 50%."
What is the deadline for filing a final tax return in Japan?,"Corporations must file a final tax return for corporate tax, local corporate tax, corporate inhabitant tax, enterprise tax, and special local corporate tax on their income within two months from the day following the last day of each taxable year."
Can the deadline for filing a final tax return be extended in Japan?,"Yes, an extension of the deadline for filing a final tax return may be requested, with approval from the director of the taxation office, when a corporation is unable to file a final tax return because the accounting auditor has not completed the audit or because accounts remain unsettled for other unavoidable reasons."
Is there an interim tax return requirement in Japan?,"Yes, corporations whose taxable years exceed six months must file an interim return, within two months from the day following the end of the first six months of the taxable year, an interim tax return for the period starting on the first day of that taxable year and ending on the day six months thence, and must pay the interim amount of tax owed."
Can the deductible percentage of losses be 100% for a certain period in Japan?,"Yes, the deductible percentage is 100% for a certain period if the corporation is an unlisted company, undergoing reconstruction, etc."
What are the two formats for corporate tax return forms in Japan?,The two formats for corporate tax return forms in Japan are white form and blue form.
What benefits do corporations enjoy by filing a blue form tax return?,Corporations filing blue form tax returns enjoy a variety of tax benefits.
When must a corporation submit an application for approval to file a blue form tax return?,A corporation must submit an application for approval no later than the day prior to the starting day of the taxable year.
When must newly established subsidiary companies and foreign corporations submit an application for approval to file a blue form tax return?,"Newly established subsidiary companies and foreign corporations must submit the application for approval no later than the day prior to either the day following three months since and including the date of the establishment of the corporation/branch or the last day of the corporation's/branch's initial taxable year after establishment, whichever comes first."
What types of remittances are made by subsidiary companies to their parent company?,"Remittances made by subsidiary companies to their parent company arise from business-to-business transactions and include payments of costs/expenses, distributions of profits, loans (or repayments of loans), and so forth."
How are certain costs/expenses treated when calculating the income of the payer subsidiary companies?,Certain of these costs/expenses are deducted when calculating the income of the payer subsidiary companies.
"What is the tax treatment on remittances made by a branch of a foreign corporation to its head office before April 1, 2016?","In case of the business year commencing by March 31, 2016, the remittances cannot as a general rule be treated as expenses by the payer branch when calculating the taxable income of the branch."
"How are profits/losses from internal transactions recognized for the business year commencing on or after April 1, 2016?","In case of the business year commencing on or after April 1, 2016, the profits/losses from the internal transactions are to be recognized based on the presumption that the Japanese branch is a corporation which is independent from the head office."
What is the due date for payment of withholding income tax for persons/companies who pay income subject to withholding at source?,Persons/companies who pay income subject to withholding at source must pay the taxation office the amount of tax withheld at source no later than the 10th day of the month following that the income was paid.
What is the due date for withholding tax paid on residents' salaries and certain professional fees by small businesses with fewer than 10 persons on the payroll?,"Regarding withholding tax paid on residents' salaries, certain professional fees, a special exemption is provided for small businesses with fewer than 10 persons on the payroll that allows them to make a prescribed election to pay withholding income tax in six-month installments twice a year (by July 10 and by January 20)."
"What is the consumption tax rate in Japan as of April 1, 2017?",The consumption tax rate in Japan is 8% (inclusive of local consumption tax rate of 1.7%).
When was the consumption tax rate scheduled to increase to 10%?,"The consumption tax rate was scheduled to increase to 10% (inclusive of local consumption tax rate of 2.2%) from April 1, 2017."
"What is the reduced consumption tax rate for food and beverages, except for alcoholic drinks and dining out, and newspapers published more than twice a week?","The reduced consumption tax rate for food and beverages, except for alcoholic drinks and dining out, and newspapers published more than twice a week is 8% (inclusive of local consumption tax rate of 1.76%)."
What are the two types of transactions subject to consumption tax in Japan?,The two types of transactions subject to consumption tax in Japan are domestic transactions and import transactions.
Which transactions are deemed non-taxable for consumption tax purposes in Japan?,"Financial transactions, capital transactions, and certain transactions in the areas of medical care, welfare, and education are deemed non-taxable for consumption tax purposes in Japan."
What transactions are exempt from consumption tax in Japan?,Export transactions and export-like transactions such as international communications and international transport are exempt from consumption tax in Japan.
Who is responsible for filing and paying consumption tax on their taxable bases in Japan?,Enterprises engaged in domestic transactions (excluding enterprises that are exempt from consumption tax) and parties engaged in import transactions must file and pay consumption tax on their taxable bases in Japan.
What is the method for ensuring that double taxation does not occur at the production and distribution stages in Japan?,A scheme has been adopted in Japan allowing the deduction of consumption tax on purchasing from consumption tax on sales to ensure that double taxation does not occur at the production and distribution stages.
What is the limit on the deduction of consumption tax on purchasing in Japan?,"The amount of this deduction is limited, however, depending on the percentage of taxable sales in Japan."
When are documents to be retained for the consumption tax on purchases to be deducted subject to change in Japan?,"Documents to be retained for the consumption tax on purchases to be deducted will change with the introduction of the reduced consumption tax rate on April 1, 2017."
How is self-assessed income tax calculated for residents in Japan?,"Self-assessed income tax for residents in Japan is calculated by first determining income using methods established for each income classification. Then, various income deductions are subtracted from the total income, resulting in taxable income. This taxable income is multiplied by the progressive tax rates provided in the table (Table 3-7). Any withholding income tax levied on the income beforehand will be deducted from the calculated tax."
How are non-residents classified for self-assessed income tax purposes in Japan?,"Non-residents are classified into three categories: (a) non-residents having an office, etc., in Japan, (b) non-residents continuously engaged in construction or assembly in Japan for one year or more, or doing business through a designated agent in Japan, and (c) other non-residents."
How is taxable income calculated for non-residents in Japan?,Taxable income for non-residents is calculated within the scope of income established for each classification.
How does the taxation method for non-residents change in terms of income tax pertaining to 2017 or later?,"The method of taxation for non-residents will also change in terms of income tax pertaining to 2017 or later, although the details are not provided in the given text."
What is the tax rate for non-residents who earn salary income paid for services provided in Japan and not deemed subject to withholding tax in Japan?,Non-residents who earn salary income paid for services provided in Japan and not deemed subject to withholding tax in Japan must file a return and pay a 20.42% tax on the total amount of that salary.
What are the individual income tax rates for residents and aggregate taxation of non-residents in Japan?,"The individual income tax rates for residents and aggregate taxation of non-residents in Japan are as shown in Table 3-7. The rates range from 5% to 45%, depending on the bracket of taxable income."
What are the employment income deductions for self-assessed income tax in Japan?,Employment income deductions for self-assessed income tax in Japan are as shown in Table 3-8. These deductions vary based on the amount of employment income.
"How does the employment income deduction for income over 10,000,000 yen change from 2017 onwards?","From 2017 onwards, the employment income deduction for income over 10,000,000 yen will be 2,200,000 yen."
What is the withholding income tax for residents and non-residents in Japan?,The withholding income tax for residents and non-residents is as described in 3.4.2 and 3.4.4.
When must residents in Japan submit their income tax return and pay the tax owed?,Residents must submit an income tax return for the income earned each year and pay the tax owed between February 16 and March 15 of the following year.
Are there any exceptions for residents who do not need to file a return?,"Persons whose total income does not exceed total deductions and persons who receive salary income subject to withholding tax at source (year-end adjustment) from only one payer not exceeding 20 million yen in that year and who have no other income exceeding 200,000 yen do not, as a rule, need to file a return."
How do non-residents file and pay their taxes in Japan?,"Non-residents file and pay taxes following the same regulations as residents. However, non-residents leaving Japan without designating a tax agent and reporting this fact to the director of the taxation office must submit an income tax return and pay the tax owed prior to leaving Japan."
What is the Restoration Income Surtax in Japan?,"The Restoration Income Surtax is a 2.1% surtax on the amount of withholding tax on income and self-assessed income tax that individuals and corporations will be subject to from January 1, 2013, to December 31, 2037."
How does the Restoration Income Surtax affect the tax rates for withholding tax on interest paid to a foreign corporation?,"The Restoration Income Surtax results in an additional 2.1% tax on the withholding tax rate, which is added to the original tax rate. For example, the tax rate under domestic law for withholding tax on interest paid to a foreign corporation is 20%, to which will be added restoration income surtax (20% X 2.1%), resulting in a total 20.42% tax withheld at source."
Is the Restoration Income Surtax levied where the withholding tax rate is reduced or eliminated by tax treaty?,"No, a restoration income surtax is not levied where the withholding tax rate provided for under domestic law is reduced or eliminated by tax treaty."
What are the standard rates of Individual Inhabitant Tax (income-graded component) in Japan?,The standard rates of Individual Inhabitant Tax (income-graded component) are 4% for prefectural tax and 6% for municipal tax.
"When must Individual Inhabitant Tax returns be filed, and are there any exceptions for those who have already submitted self-assessed income tax returns?","Individual Inhabitant Tax returns must be filed by March 15, but persons submitting self-assessed income tax returns do not have to file again for Individual Inhabitant Tax."
